Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,BoilGravityMod
8773,21.0,1.047,1.008,5.12,32.0,4.61,25.5,60,62.0,2.7,Specific Gravity,All Grain,1.0,19.0,1.004
8774,23.0,1.046,1.013,4.34,29.86,5.63,27.4,60,65.0,3.0,Specific Gravity,All Grain,,,1.4894584221748401
8775,23.0,1.046,1.008,5.0,30.79,6.88,30.0,60,65.0,4.0,Specific Gravity,All Grain,,18.0,1.3286333398552141
8776,37.85,1.048,1.011,4.83,0.0,4.16,47.32,60,70.0,1.25,Specific Gravity,All Grain,,,1.043
8777,18.93,1.071,1.014,7.43,27.62,6.97,22.71,60,75.0,1.0,Specific Gravity,All Grain,,,1.047
8778,41.64,1.075,1.013,8.21,57.73,8.95,49.21,75,72.0,1.3,Specific Gravity,All Grain,,18.33,1.0490000000000002
8779,20.82,1.065,1.015,6.51,110.65,5.33,28.39,90,65.0,1.25,Specific Gravity,All Grain,0.35,20.0,1.0659999999999998
8780,35.0,1.039,1.01,3.83,2.43,3.57,42.0,60,75.0,,Specific Gravity,Partial Mash,,,1.057
8781,18.93,1.0590000000000002,1.017,5.47,37.45,6.52,11.36,60,50.0,,Specific Gravity,Partial Mash,1.0,22.22,1.046
8782,20.82,1.048,1.009,5.07,16.69,13.34,9.46,60,35.0,,Specific Gravity,extract,0.35,20.0,1.056
8783,20.82,1.07,1.02,6.58,75.76,5.48,28.39,90,80.0,1.33,Specific Gravity,All Grain,,,1.04
8784,19.5,1.064,1.018,6.03,49.84,33.91,12.0,60,50.0,,Specific Gravity,extract,,19.0,1.186
8785,20.82,1.063,1.015,6.31,100.13,8.59,28.39,90,55.0,1.5,Specific Gravity,All Grain,0.35,18.33,1.045
8786,20.82,1.0590000000000002,1.012,6.17,62.99,5.94,28.39,60,75.0,1.5,Specific Gravity,All Grain,,,1.061
8787,22.0,1.05,1.011,5.06,17.63,5.2,28.5,60,68.0,3.0,Specific Gravity,All Grain,0.5,18.0,1.0490000000000002
8788,23.0,1.046,1.01,4.75,27.4,3.11,26.0,60,70.0,4.0,Specific Gravity,All Grain,0.5,22.0,1.039
8789,20.0,1.0659999999999998,1.013,6.92,62.84,7.2,23.0,60,70.0,,Specific Gravity,All Grain,,18.0,1.057
8790,21.0,1.046,1.009,4.83,50.66,15.48,27.0,60,70.0,,Specific Gravity,BIAB,,18.0,1.056
8791,19.0,1.067,1.012,7.22,68.75,7.29,30.0,45,65.0,3.0,Specific Gravity,All Grain,0.35,18.0,1.041
8792,20.82,1.051,1.01,5.45,27.43,11.65,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,1.046
8793,22.71,1.054,1.01,5.83,25.68,12.81,30.28,60,80.0,,Specific Gravity,BIAB,,23.89,1.07
8794,23.0,1.052,1.01,5.48,47.15,5.47,28.5,60,70.0,,Specific Gravity,All Grain,,18.0,1.043
8795,22.71,1.06,1.014,6.13,37.0,11.81,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.044
8796,23.0,1.053,1.011,5.57,72.8,9.59,13.0,75,60.0,,Specific Gravity,Partial Mash,,,1.045
8797,18.93,1.07,1.018,6.92,0.0,5.28,22.71,60,60.0,1.5,Specific Gravity,All Grain,,,1.058
8798,18.93,1.045,1.009,4.82,18.07,4.6,23.73,60,35.0,,Specific Gravity,extract,,,1.051
8799,20.0,1.035,1.006,3.75,59.57,33.93,28.5,60,35.0,3.0,Specific Gravity,All Grain,,20.0,1.045
8800,20.82,1.056,1.011,5.95,32.9,16.3,11.36,60,70.0,,Specific Gravity,Partial Mash,,,1.031
8801,20.82,1.0590000000000002,1.011,6.32,45.69,11.35,28.39,60,70.0,1.5,Specific Gravity,All Grain,,20.0,1.037
8802,21.0,1.05,1.013,4.9,105.26,33.67,26.0,90,42.0,3.0,Specific Gravity,All Grain,0.5,21.0,1.041
8803,4.73,1.0759999999999998,1.02,7.36,30.06,15.25,8.52,75,75.0,,Specific Gravity,BIAB,0.75,16.67,1.0490000000000002
8804,20.82,1.062,1.015,6.26,64.87,10.42,24.61,60,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.032
8805,352.04,1.045,1.011,4.45,0.0,3.68,378.54,60,70.0,1.5,Specific Gravity,All Grain,,,1.024
8806,18.93,1.057,1.018,5.1,63.31,5.93,22.71,60,75.0,1.5,Specific Gravity,All Grain,,20.0,1.032
8807,27.0,12.0486,3.1045700000000003,4.78,29.37,7.01,29.0,60,70.0,4.0,Plato,All Grain,,,1.064
8808,18.93,1.058,1.015,5.61,48.88,6.93,24.61,60,75.0,1.75,Specific Gravity,All Grain,1.0,18.33,1.044
8809,21.0,1.047,1.01,4.84,0.0,6.97,11.0,60,35.0,,Specific Gravity,extract,0.35,22.0,1.05
8810,20.82,1.074,1.018,7.4,172.33,10.48,28.39,75,70.0,,Specific Gravity,All Grain,,21.11,1.05
8811,21.0,1.0490000000000002,1.012,4.79,28.26,13.25,28.5,60,70.0,3.0,Specific Gravity,All Grain,0.75,20.0,1.075
8812,26.5,1.068,1.015,6.96,71.36,6.51,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.5,20.0,1.043
8813,20.0,1.062,1.012,6.5,128.17,4.44,28.0,75,70.0,3.4,Specific Gravity,All Grain,,,1.08
8814,37.85,1.052,1.013,5.16,0.0,5.59,41.64,60,80.0,1.5,Specific Gravity,All Grain,,,1.034
8815,17.03,1.058,1.01,6.29,27.4,6.0,28.39,90,70.0,1.3,Specific Gravity,All Grain,0.75,24.44,1.0490000000000002
8816,19.0,1.0659999999999998,1.016,6.56,92.79,6.53,24.0,60,70.0,3.3,Specific Gravity,All Grain,0.5,19.0,1.063
8817,22.71,1.07,1.017,6.98,59.28,5.59,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.5,20.0,1.06
8818,45.42,1.062,1.017,5.85,55.38,15.04,49.21,60,85.0,1.2,Specific Gravity,All Grain,,20.0,1.04
8819,24.61,1.07,1.02,6.55,75.99,12.3,30.28,60,65.0,1.5,Specific Gravity,All Grain,0.75,,1.056
8820,45.42,1.054,1.018,4.75,46.72,7.4,52.62,60,80.0,1.5,Specific Gravity,All Grain,0.75,,1.047
8821,58.67,1.047,1.008,5.09,20.95,5.27,70.03,60,74.0,1.35,Specific Gravity,All Grain,1.0,19.44,1.3408930163447252
8822,20.82,1.058,1.013,5.85,56.59,7.76,24.61,60,75.0,,Specific Gravity,BIAB,0.75,17.78,1.154
8823,23.0,1.05,1.014,4.77,47.22,4.96,16.0,60,35.0,,Specific Gravity,extract,,,1.057
8824,20.82,1.057,1.016,5.35,23.37,9.29,6.62,60,75.0,,Specific Gravity,BIAB,,,1.051
8825,41.64,1.053,1.015,5.01,26.23,17.25,51.1,60,70.0,1.3,Specific Gravity,All Grain,0.75,18.89,1.033
8826,5.0,1.052,1.015,4.87,80.67,4.73,8.6,60,70.0,,Specific Gravity,BIAB,,,1.051
8827,20.82,1.047,1.011,4.73,27.59,11.16,28.39,60,75.0,1.5,Specific Gravity,All Grain,,20.0,1.3286333398552141
8828,20.82,1.058,1.016,5.51,49.32,5.52,30.28,60,78.0,1.45,Specific Gravity,All Grain,1.25,20.56,1.0490000000000002
8829,20.82,1.064,1.011,6.93,73.71,7.06,28.39,60,80.0,,Specific Gravity,BIAB,,20.0,1.03
8830,19.87,1.057,1.015,5.64,28.89,28.8,21.77,60,70.0,1.25,Specific Gravity,All Grain,,,1.039
8831,8.0,1.065,1.023,5.54,37.96,30.55,12.0,60,65.0,4.0,Specific Gravity,All Grain,,20.0,1.057
8832,21.0,1.0590000000000002,1.016,5.56,51.45,5.19,25.0,60,63.0,3.0,Specific Gravity,All Grain,,19.0,1.0590000000000002
8833,75.71,1.062,1.014,6.3,27.51,26.63,90.85,60,70.0,,Specific Gravity,All Grain,,20.0,1.046
8834,18.93,1.071,1.018,6.96,70.64,9.99,24.61,60,70.0,,Specific Gravity,Partial Mash,0.35,15.56,1.037
8835,21.0,1.063,1.015,6.38,41.61,20.25,28.5,60,70.0,3.0,Specific Gravity,All Grain,0.35,,1.068
8836,25.0,1.054,1.013,5.37,38.1,5.25,33.0,60,85.0,3.0,Specific Gravity,All Grain,,,1.039
8837,24.0,1.0590000000000002,1.009,6.45,63.71,6.62,30.0,70,74.0,3.0,Specific Gravity,All Grain,,,1.077
8838,22.71,1.071,1.016,7.22,100.74,6.02,30.28,90,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.045
8839,18.93,1.041,1.011,3.85,22.24,4.48,26.2,60,81.0,2.6,Specific Gravity,All Grain,,,1.037
8840,20.82,1.058,1.011,6.2,68.93,8.07,11.36,60,35.0,,Specific Gravity,extract,,,1.053
8841,300.0,1.051,1.013,4.98,30.39,6.72,300.0,60,90.0,,Specific Gravity,All Grain,,,1.048
8842,18.93,1.07,1.021,6.43,77.86,6.22,10.41,60,10.0,,Specific Gravity,extract,0.5,20.0,1.043
8843,20.0,1.057,1.01,6.08,73.43,32.78,26.0,60,75.0,3.28,Specific Gravity,All Grain,,18.0,1.05
8844,16.09,1.07,1.018,6.79,111.94,4.45,23.66,90,75.0,,Specific Gravity,BIAB,0.75,16.67,1.075
8845,20.0,1.079,1.017,8.14,62.35,7.92,29.5,70,70.0,,Specific Gravity,BIAB,,20.0,1.052
8846,22.71,1.045,1.01,4.6,13.29,2.53,30.28,60,80.0,1.5,Specific Gravity,All Grain,,10.0,1.04
8847,24.0,1.042,1.007,4.56,50.89,3.69,28.5,60,75.0,3.0,Specific Gravity,All Grain,,20.0,1.069
8848,24.61,1.039,1.01,3.82,4.73,3.0,18.93,15,35.0,,Specific Gravity,extract,,,1.053
8849,18.93,1.051,1.01,5.26,19.12,8.2,28.39,60,70.0,1.25,Specific Gravity,All Grain,,20.0,1.086
8850,19.87,1.046,1.009,4.96,34.77,3.68,24.61,60,70.0,,Specific Gravity,BIAB,0.35,21.11,1.0490000000000002
8851,41.64,1.058,1.011,6.19,20.08,4.44,56.78,60,70.0,,Specific Gravity,BIAB,,,1.052
8852,50.0,1.064,1.013,6.69,31.12,4.73,60.0,90,70.0,3.0,Specific Gravity,All Grain,,20.0,1.046
8853,20.82,1.064,1.013,6.68,32.92,7.65,28.39,60,70.0,,Specific Gravity,All Grain,1.25,21.11,1.25478625
8854,47.0,1.0659999999999998,1.013,6.95,34.04,6.55,60.0,90,61.0,4.0,Specific Gravity,All Grain,,21.0,1.034
8855,20.82,1.057,1.014,5.58,0.0,25.08,28.39,60,70.0,,Specific Gravity,All Grain,,,1.037
8856,20.82,1.031,1.007,3.1,67.0,6.26,28.39,60,35.0,1.5,Specific Gravity,All Grain,,20.0,1.032
8857,19.87,1.0659999999999998,1.015,6.69,64.42,7.8,26.5,60,75.0,1.75,Specific Gravity,All Grain,0.75,17.22,1.065
8858,37.85,1.051,1.011,5.23,1.18,3.35,43.91,60,75.0,1.5,Specific Gravity,All Grain,,,1.07
8859,20.82,15.697,4.2460900000000015,6.23,87.8,15.57,11.36,60,30.0,,Plato,extract,,18.33,1.062
8860,20.82,1.05,1.012,5.06,50.89,8.56,24.61,60,35.0,,Specific Gravity,extract,0.75,18.33,1.045
8861,15.14,1.055,1.014,5.39,0.0,18.27,19.87,60,78.0,,Specific Gravity,BIAB,,,1.05
8862,18.93,1.046,1.012,4.53,24.23,9.75,28.39,60,72.0,1.5,Specific Gravity,All Grain,1.5,20.0,1.037
8863,23.0,1.052,1.009,5.6,44.3,7.1,27.0,70,75.0,3.0,Specific Gravity,All Grain,0.75,18.0,1.055
8864,32.0,1.055,1.012,5.68,45.19,5.52,37.0,60,60.0,3.0,Specific Gravity,All Grain,,22.0,1.0590000000000002
8865,20.82,1.048,1.009,5.13,23.08,5.93,28.39,60,60.0,,Specific Gravity,All Grain,,,1.035
8866,20.82,1.028,1.006,2.88,18.51,4.58,28.39,60,35.0,1.5,Specific Gravity,All Grain,,19.44,1.043
8867,25.0,1.067,1.019,6.34,41.1,5.7,11.0,60,35.0,,Specific Gravity,extract,,21.0,1.05
8868,21.0,1.042,1.007,4.55,31.25,5.54,25.0,60,48.0,,Specific Gravity,BIAB,,23.0,1.077
8869,22.71,1.071,1.023,6.3,60.63,43.83,30.28,60,76.0,1.65,Specific Gravity,All Grain,1.25,18.89,1.035
8870,18.93,1.06,1.017,5.67,36.69,30.58,9.46,60,45.0,,Specific Gravity,extract,0.35,17.22,1.055
8871,18.93,1.101,1.018,10.88,97.32,7.04,15.14,60,35.0,,Specific Gravity,Partial Mash,0.5,20.0,1.036
8872,23.0,1.0659999999999998,1.012,7.11,65.96,6.3,28.5,60,80.0,1.5,Specific Gravity,All Grain,1.0,20.0,1.043
8873,20.82,1.063,1.012,6.69,23.47,4.61,11.36,60,35.0,,Specific Gravity,extract,,,1.053
8874,18.93,1.07,1.018,6.92,14.76,5.88,26.5,60,75.0,1.5,Specific Gravity,All Grain,,,1.04
8875,23.0,1.054,1.01,5.84,41.11,6.25,26.5,60,75.0,3.0,Specific Gravity,All Grain,,20.0,1.057
8876,25.0,1.069,1.013,7.36,105.4,6.02,30.0,60,70.0,3.0,Specific Gravity,All Grain,,18.0,1.019
8877,20.82,1.016,1.004,1.54,0.0,5.82,11.36,60,35.0,,Specific Gravity,extract,,,1.045
8878,18.93,1.041,1.01,4.08,0.0,4.38,26.5,60,70.0,1.5,Specific Gravity,All Grain,,,1.039
8879,24.61,1.058,1.015,5.59,20.69,21.51,30.28,60,75.0,1.6,Specific Gravity,All Grain,0.75,22.22,1.0490000000000002
8880,25.0,1.056,1.013,5.58,16.27,3.7,10.0,60,35.0,,Specific Gravity,extract,0.35,22.0,1.051
8881,22.71,1.065,1.007,7.56,26.52,8.5,26.5,45,80.0,,Specific Gravity,BIAB,0.35,22.22,1.047
8882,20.0,1.071,1.018,6.99,0.0,24.96,20.0,60,60.0,3.1,Specific Gravity,All Grain,,,1.043
8883,21.0,1.053,1.012,5.47,26.45,2.83,25.0,60,70.0,,Specific Gravity,extract,0.75,18.0,1.036
8884,12.0,1.061,1.011,6.58,34.68,3.31,14.0,60,75.0,3.0,Specific Gravity,All Grain,0.5,19.0,1.04
8885,18.93,1.058,1.018,5.28,15.29,3.12,11.36,60,70.0,,Specific Gravity,Partial Mash,,22.78,1.033
8886,23.0,1.067,1.017,6.62,46.07,7.23,10.0,60,35.0,,Specific Gravity,extract,,,1.032
8887,20.82,1.035,1.008,3.51,20.9,5.06,26.5,60,70.0,1.4,Specific Gravity,All Grain,0.75,,1.038
8888,20.82,1.056,1.015,5.31,41.22,26.73,28.39,60,73.0,1.5,Specific Gravity,All Grain,0.75,18.89,1.055
8889,20.0,1.045,1.01,4.58,38.05,6.26,25.0,60,70.0,2.5,Specific Gravity,All Grain,,19.0,1.036
8890,25.0,1.0590000000000002,1.013,6.03,100.22,3.64,28.5,60,80.0,2.5,Specific Gravity,All Grain,0.35,21.0,1.053
8891,20.82,1.061,1.013,6.37,43.68,5.66,26.5,75,70.0,,Specific Gravity,BIAB,,,1.051
8892,35.0,1.032,1.005,3.5,122.89,6.52,38.0,60,35.0,,Specific Gravity,BIAB,,,1.039
8893,20.82,1.042,1.013,3.8,40.82,4.7,24.61,60,70.0,,Specific Gravity,BIAB,,19.44,1.045
8894,23.0,1.058,1.015,5.72,36.84,21.81,30.0,60,75.0,3.0,Specific Gravity,All Grain,,,1.055
8895,20.82,1.048,1.009,5.12,0.0,6.4,11.36,60,35.0,,Specific Gravity,extract,,,1.033
8896,28.39,1.068,1.016,6.81,100.2,11.74,37.1,90,65.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.062
8897,20.82,1.063,1.016,6.23,61.92,7.24,28.39,90,75.0,1.25,Specific Gravity,All Grain,,20.0,1.041
8898,20.82,1.062,1.014,6.3,61.07,6.44,11.36,60,35.0,,Specific Gravity,extract,0.35,22.22,1.045
8899,27.5,1.056,1.011,5.96,47.64,6.79,30.0,90,82.0,,Specific Gravity,All Grain,0.75,18.0,1.04
8900,50.0,1.048,1.008,5.28,39.33,9.45,53.5,90,70.0,2.8,Specific Gravity,All Grain,,,1.105
8901,18.93,1.0490000000000002,1.01,5.05,5.01,25.61,13.25,60,35.0,,Specific Gravity,extract,0.35,20.0,1.014
8902,18.0,1.08,1.015,8.48,144.48,5.08,24.5,90,75.0,3.0,Specific Gravity,All Grain,,19.0,1.053
8903,20.82,1.045,1.013,4.29,13.45,12.84,28.77,90,90.0,,Specific Gravity,BIAB,,20.0,1.038
8904,17.0,1.0490000000000002,1.015,4.46,14.83,5.21,26.0,60,60.0,,Specific Gravity,BIAB,0.35,20.0,1.2428501978518935
8905,15.0,1.052,1.016,4.72,0.0,6.22,35.0,60,70.0,,Specific Gravity,Partial Mash,,,1.05
8906,22.0,1.051,1.008,5.53,30.35,4.14,27.0,60,75.0,2.5,Specific Gravity,All Grain,0.35,20.0,1.042
8907,43.53,1.053,1.013,5.27,38.23,5.41,51.1,60,75.0,1.25,Specific Gravity,All Grain,0.5,18.33,1.051
8908,25.0,1.063,1.012,6.71,108.69,4.37,25.0,60,79.0,3.0,Specific Gravity,All Grain,,,1.0490000000000002
8909,14.0,1.051,1.009,5.47,50.91,9.86,17.0,60,48.0,,Specific Gravity,BIAB,,19.0,1.048
8910,20.82,1.0490000000000002,1.009,5.27,42.48,3.99,28.39,60,73.0,,Specific Gravity,BIAB,,,9.1
8911,20.0,1.058,1.016,5.5,31.05,8.25,28.5,60,88.0,3.0,Specific Gravity,All Grain,,20.0,1.0490000000000002
8912,277.0,1.0590000000000002,1.013,5.95,44.75,9.66,290.0,60,63.0,2.2,Specific Gravity,All Grain,,20.0,1.041
8913,62.0,1.051,1.009,5.48,46.66,5.83,75.0,60,80.0,3.0,Specific Gravity,All Grain,0.35,19.0,1.05
8914,21.0,1.064,1.018,6.03,10.16,9.23,21.0,60,35.0,,Specific Gravity,extract,0.75,26.0,1.052
8915,41.64,1.055,1.013,5.46,67.56,5.7,51.1,60,75.0,1.4,Specific Gravity,All Grain,0.75,21.11,1.044
8916,11.36,1.051,1.016,4.7,26.53,17.19,15.14,60,70.0,1.5,Specific Gravity,All Grain,0.35,18.89,1.052
8917,20.82,1.057,1.011,5.98,40.21,3.54,15.14,60,65.0,,Specific Gravity,BIAB,1.25,21.67,1.044
8918,17.5,1.043,1.009,4.49,27.43,5.83,26.0,60,53.0,3.0,Specific Gravity,All Grain,0.5,18.0,1.061
8919,18.93,1.052,1.009,5.64,22.93,4.57,26.5,60,70.0,1.5,Specific Gravity,All Grain,0.5,23.33,1.043
8920,23.0,1.046,1.006,5.16,17.14,3.18,28.0,60,35.0,,Specific Gravity,extract,0.5,19.0,1.034
8921,21.0,1.052,1.009,5.67,20.56,3.62,26.0,60,93.0,,Specific Gravity,All Grain,0.75,19.5,1.054
8922,20.82,1.029,1.009,2.66,43.97,14.18,28.39,60,35.0,1.5,Specific Gravity,All Grain,1.0,21.11,1.3408930163447252
8923,20.82,1.084,1.014,9.16,120.76,9.74,28.39,70,78.0,1.5,Specific Gravity,All Grain,0.35,18.33,1.04
8924,30.28,1.065,1.016,6.51,69.1,5.04,34.07,90,70.0,1.5,Specific Gravity,All Grain,0.5,18.33,1.053
8925,40.0,1.055,1.014,5.46,0.0,5.72,40.0,60,70.0,3.0,Specific Gravity,All Grain,,,1.042
8926,18.93,1.068,1.013,7.27,86.28,8.96,11.36,60,40.0,,Specific Gravity,extract,0.5,21.11,1.047
8927,15.0,1.096,1.019,10.15,114.23,11.64,18.0,70,70.0,,Specific Gravity,BIAB,,18.0,1.051
8928,18.93,1.057,1.011,6.11,72.44,8.2,30.28,60,66.0,1.5,Specific Gravity,All Grain,,,1.0490000000000002
8929,18.93,1.067,1.016,6.75,75.84,8.94,24.61,60,35.0,,Specific Gravity,extract,0.35,23.89,1.093
8930,20.82,1.05,1.017,4.33,22.11,19.69,15.14,60,35.0,,Specific Gravity,extract,,,1.051
8931,11.36,1.07,1.017,6.86,66.21,6.05,18.93,60,66.0,,Specific Gravity,BIAB,,,1.052
8932,49.21,1.053,1.013,5.19,72.26,5.78,59.09,60,70.0,0.13,Specific Gravity,All Grain,0.0,17.22,1.036
8933,21.0,1.057,1.019,4.98,55.01,5.68,27.0,60,65.0,,Specific Gravity,BIAB,0.35,19.0,1.044
8934,10.0,1.069,1.018,6.69,64.78,7.86,12.0,60,70.0,,Specific Gravity,BIAB,,18.0,1.055
8935,20.82,1.0659999999999998,1.018,6.3,152.9,4.95,29.34,60,65.0,,Specific Gravity,BIAB,0.35,,1.04
8936,15.0,1.051,1.01,5.42,20.17,5.37,15.0,60,25.0,,Specific Gravity,extract,0.75,22.0,1.097
8937,18.93,1.056,1.016,5.21,46.02,4.86,22.71,75,70.0,1.5,Specific Gravity,All Grain,0.35,20.56,1.047
8938,20.82,1.07,1.017,6.94,76.54,7.15,15.14,75,35.0,,Specific Gravity,extract,,,1.0759999999999998
8939,41.64,1.056,1.016,5.33,104.33,3.78,43.53,60,70.0,1.3,Specific Gravity,All Grain,,,1.0490000000000002
8940,9.1,1.056,1.014,5.59,54.11,5.85,11.85,140,69.0,,Specific Gravity,BIAB,0.35,18.0,1.052
8941,41.64,1.064,1.015,6.69,54.8,9.88,47.32,60,72.0,1.25,Specific Gravity,All Grain,0.35,20.56,1.036
8942,20.82,1.002,1.0,0.17,0.0,0.49,28.39,60,60.0,1.5,Specific Gravity,All Grain,0.75,21.11,1.04
8943,5.0,1.045,1.013,4.25,41.9,8.78,8.0,60,70.0,,Specific Gravity,BIAB,,20.0,1.0590000000000002
8944,22.71,1.094,1.02,9.69,152.88,8.9,32.18,60,72.0,2.0,Specific Gravity,All Grain,0.75,18.33,1.042
8945,19.87,1.06,1.016,5.77,36.05,18.55,28.39,60,75.0,,Specific Gravity,BIAB,,18.33,1.038
8946,37.85,1.0590000000000002,1.014,6.0,35.48,9.9,53.0,60,70.0,1.25,Specific Gravity,All Grain,0.75,,1.043
8947,10.0,1.068,1.023,5.95,75.07,6.57,12.8,75,80.0,,Specific Gravity,BIAB,0.75,19.0,1.045
8948,22.0,1.057,1.001,7.37,0.0,3.81,24.0,90,60.0,,Specific Gravity,BIAB,,29.0,1.052
8949,20.82,1.055,1.01,5.83,45.95,9.44,28.39,60,65.0,1.5,Specific Gravity,All Grain,,,1.047
8950,7.57,1.0759999999999998,1.014,8.1,33.51,3.68,8.71,60,75.0,,Specific Gravity,All Grain,,,1.043
8951,19.87,1.057,1.012,5.96,54.13,9.64,28.39,60,65.0,1.25,Specific Gravity,All Grain,1.25,19.44,1.038
8952,44.67,1.064,1.018,6.09,74.42,5.27,51.1,60,82.0,1.5,Specific Gravity,All Grain,1.0,20.0,1.05
8953,15.14,1.065,1.015,6.51,42.91,13.03,18.93,60,65.0,1.0,Specific Gravity,All Grain,1.0,20.0,1.042
8954,20.0,1.065,1.018,6.19,44.7,7.16,12.0,60,70.0,,Specific Gravity,Partial Mash,,22.0,1.028
8955,120.0,1.054,1.014,5.34,0.0,25.47,150.0,60,70.0,3.0,Specific Gravity,All Grain,,,1.042
8956,20.82,1.053,1.011,5.41,33.49,3.35,11.36,60,70.0,,Specific Gravity,Partial Mash,,,1.043
8957,19.0,1.0590000000000002,1.016,5.64,18.44,4.42,23.0,60,65.0,1.5,Specific Gravity,All Grain,1.0,20.0,1.038
8958,21.0,1.044,1.008,4.71,15.87,6.5,11.0,60,35.0,,Specific Gravity,extract,,20.0,1.036
8959,20.82,1.048,1.001,6.23,39.35,4.2,30.28,60,70.0,1.5,Specific Gravity,All Grain,0.75,28.89,1.0490000000000002
8960,43.53,1.0490000000000002,1.006,5.64,25.21,3.81,53.0,90,81.0,,Specific Gravity,BIAB,0.75,20.0,1.0659999999999998
8961,4.0,1.052,1.013,5.15,17.94,3.64,6.0,60,60.0,,Specific Gravity,BIAB,0.35,18.0,1.038
8962,20.0,1.067,1.011,7.37,65.9,3.7,24.0,90,75.0,,Specific Gravity,BIAB,,20.0,1.055
8963,9.0,1.053,1.01,5.63,44.5,10.07,11.0,60,66.0,3.0,Specific Gravity,All Grain,0.75,18.0,1.038
8964,8.0,1.063,1.012,6.68,62.35,8.07,10.0,60,75.0,,Specific Gravity,Partial Mash,0.75,18.0,1.042
8965,15.0,1.053,1.01,5.6,49.58,5.05,10.0,75,35.0,,Specific Gravity,extract,,22.0,1.04
8966,18.93,1.071,1.017,7.09,54.03,8.02,9.46,60,35.0,,Specific Gravity,extract,1.0,21.11,1.045
8967,18.93,1.053,1.011,5.51,31.25,9.39,26.5,60,80.0,1.5,Specific Gravity,All Grain,,10.0,1.077
8968,20.82,1.053,1.012,5.42,62.17,6.15,28.39,60,60.0,1.25,Specific Gravity,All Grain,1.25,18.89,1.062
8969,21.0,1.073,1.014,7.75,88.15,14.34,28.5,60,70.0,3.0,Specific Gravity,All Grain,,21.0,1.045
8970,20.82,1.079,1.021,7.68,0.0,7.42,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,1.082
8971,18.93,1.051,1.014,4.8,15.59,25.1,9.46,60,100.0,,Specific Gravity,extract,,,1.067
8972,20.82,1.061,1.015,6.01,0.0,15.19,22.71,60,65.0,2.0,Specific Gravity,All Grain,,,1.038
8973,40.0,1.064,1.014,6.49,57.78,5.68,55.0,75,65.0,2.5,Specific Gravity,All Grain,0.75,19.0,1.046
8974,20.82,1.057,1.016,5.37,47.23,8.08,11.36,60,78.0,,Specific Gravity,Partial Mash,,,1.038
8975,20.82,1.067,1.014,6.95,158.13,3.92,28.39,60,75.0,,Specific Gravity,BIAB,,18.33,1.032
8976,20.82,1.053,1.015,5.0,21.41,14.89,24.61,60,70.0,1.5,Specific Gravity,All Grain,,15.56,1.3408930163447252
8977,20.82,1.058,1.015,5.64,36.62,13.53,28.39,60,80.0,,Specific Gravity,All Grain,0.5,18.33,1.038
8978,22.71,1.063,1.01,6.99,35.63,4.82,30.28,60,70.0,1.3,Specific Gravity,All Grain,,26.67,1.058
8979,21.0,1.039,1.009,3.95,26.22,5.87,24.0,60,65.0,,Specific Gravity,BIAB,,,1.095
8980,19.87,1.055,1.013,5.5,15.42,4.71,15.14,60,35.0,,Specific Gravity,extract,1.0,17.78,1.045
8981,20.82,1.073,1.021,6.87,44.48,6.25,28.39,60,70.0,1.5,Specific Gravity,All Grain,,21.11,1.038
8982,26.5,1.082,1.016,8.57,137.87,7.87,32.18,90,80.0,1.5,Specific Gravity,All Grain,0.75,18.89,1.04
8983,20.82,1.074,1.019,7.21,172.8,14.41,11.36,60,35.0,,Specific Gravity,Partial Mash,,18.33,1.063
8984,18.93,1.052,1.012,5.19,38.66,5.1,28.39,60,70.0,1.25,Specific Gravity,All Grain,,20.0,1.048
8985,20.82,1.072,1.018,7.07,100.19,12.75,25.55,75,70.0,,Specific Gravity,Partial Mash,1.0,21.11,1.0490000000000002
8986,20.82,1.07,1.016,7.06,83.71,12.8,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.75,22.22,1.039
8987,16.0,1.055,1.01,5.85,32.36,8.69,20.0,60,70.0,3.0,Specific Gravity,All Grain,,,1.055
8988,16.0,1.052,1.01,5.54,26.32,5.43,11.0,50,35.0,,Specific Gravity,extract,,19.0,1.034
8989,26.0,1.067,1.015,6.83,72.22,4.68,38.0,60,75.0,3.4,Specific Gravity,All Grain,0.75,19.0,1.037
8990,3.79,1.041,1.01,4.1,61.99,6.76,7.1,60,45.0,1.0,Specific Gravity,All Grain,0.35,21.11,1.11
8991,22.71,1.061,1.017,5.87,26.06,14.82,30.28,60,75.0,1.4,Specific Gravity,All Grain,,,1.033
8992,20.82,1.051,1.009,5.54,59.36,5.41,28.39,60,62.0,,Specific Gravity,BIAB,,18.89,1.046
