Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,Style,BoilGravityMod,PrimaryTempMod
18803,18.93,1.077,1.022,7.29,92.15,11.04,11.36,60,35.0,,Specific Gravity,extract,,American IPA,1.129,21.11
18804,8.0,1.054,1.011,5.69,34.04,10.04,9.0,60,60.0,3.0,Specific Gravity,All Grain,,Saison,1.048,20.0
18805,18.93,1.056,1.011,6.01,79.45,6.44,28.39,60,65.0,1.75,Specific Gravity,All Grain,,American IPA,1.038,19.576690909090907
18806,39.75,1.0590000000000002,1.013,5.93,31.8,16.19,49.21,75,75.0,1.25,Specific Gravity,All Grain,,American Amber Ale,1.047,20.0
18807,16.5,1.047,1.01,4.81,28.21,5.94,19.0,60,70.0,,Specific Gravity,BIAB,0.35,Saison,1.041,27.0
18808,13.0,1.053,1.013,5.24,26.33,3.56,10.0,60,60.0,,Specific Gravity,BIAB,,American Light Lager,1.069,18.723183391003463
18809,25.0,1.051,1.009,5.45,34.67,4.06,28.0,60,70.0,,Specific Gravity,BIAB,1.0,American Pale Ale,1.046,18.0
18810,41.6,1.058,1.015,5.72,50.41,3.59,49.2,60,70.0,3.2,Specific Gravity,All Grain,1.0,American IPA,1.0490000000000002,20.0
18811,9.46,1.064,1.015,6.45,65.79,8.95,13.25,60,70.0,,Specific Gravity,BIAB,1.0,American IPA,1.045,18.89
18812,53.0,1.0590000000000002,1.01,6.5,59.24,6.19,60.0,60,87.0,2.9,Specific Gravity,All Grain,0.75,American IPA,1.052,19.0
18813,20.82,1.065,1.015,6.48,101.24,6.4,28.39,60,66.0,1.5,Specific Gravity,All Grain,1.0,American IPA,1.047,19.44
18814,21.0,1.052,1.014,4.91,16.06,3.79,28.5,90,64.0,3.0,Specific Gravity,All Grain,,Witbier,1.038,20.435561694290975
18815,20.82,1.056,1.011,5.92,11.15,10.72,28.39,60,65.0,1.5,Specific Gravity,All Grain,,American Amber Ale,1.041,19.650700308959838
18816,20.82,1.063,1.016,6.2,59.8,5.78,13.25,60,35.0,,Specific Gravity,extract,,Blonde Ale,1.099,19.237696693272518
18817,18.93,1.054,1.01,5.72,25.5,3.89,22.71,20,70.0,1.25,Specific Gravity,All Grain,,American Light Lager,1.045,21.11
18818,20.82,1.052,1.014,5.01,22.07,12.24,24.61,60,65.0,1.25,Specific Gravity,All Grain,0.35,Irish Red Ale,1.044,18.89
18819,13.0,1.06,1.011,6.48,21.23,18.28,20.4,60,75.0,3.0,Specific Gravity,All Grain,,Saison,1.038,22.531239349341597
18820,20.82,1.043,1.008,4.5,17.41,5.18,26.5,60,80.0,1.25,Specific Gravity,All Grain,0.75,Blonde Ale,1.033,18.33
18821,9.46,1.053,1.01,5.61,37.74,7.11,11.36,60,35.0,,Specific Gravity,extract,0.35,American Pale Ale,1.044,20.0
18822,20.82,1.083,1.018,8.5,105.74,4.81,28.39,60,75.0,1.5,Specific Gravity,All Grain,,American IPA,1.061,19.44
18823,18.93,1.067,1.017,6.45,44.53,4.07,26.5,60,75.0,1.5,Specific Gravity,All Grain,,American IPA,1.048,19.576690909090907
18824,15.14,1.074,1.012,8.11,73.31,7.04,20.74,60,69.0,,Specific Gravity,BIAB,0.75,Imperial IPA,1.05,18.89
18825,22.71,1.054,1.015,5.13,31.0,4.22,26.5,70,70.0,,Specific Gravity,All Grain,0.35,Blonde Ale,1.2455469146238378,19.237696693272518
18826,22.71,1.0490000000000002,1.011,4.95,29.73,11.09,28.01,60,75.0,,Specific Gravity,All Grain,0.35,American Amber Ale,1.04,17.22
18827,22.71,1.05,1.01,5.25,25.49,4.48,30.28,90,65.0,1.25,Specific Gravity,All Grain,0.75,American Light Lager,1.038,18.33
18828,35.0,1.055,1.01,5.96,41.7,7.89,45.0,60,75.0,3.5,Specific Gravity,All Grain,0.75,American Pale Ale,1.043,19.0
18829,15.14,1.0659999999999998,1.013,6.93,46.08,11.35,18.93,60,35.0,,Specific Gravity,extract,0.35,Saison,1.053,23.89
18830,20.0,1.0590000000000002,1.013,6.03,60.37,14.26,24.0,60,35.0,,Specific Gravity,Partial Mash,,American IPA,1.0490000000000002,19.576690909090907
18831,50.0,1.0590000000000002,1.012,6.22,54.95,5.32,55.0,60,75.0,3.7,Specific Gravity,All Grain,1.0,American IPA,1.054,17.0
18832,18.93,1.061,1.016,5.88,32.23,14.33,22.71,60,75.0,1.5,Specific Gravity,All Grain,0.5,Irish Red Ale,1.05,20.0
18833,22.71,1.07,1.018,6.8,80.89,5.65,26.5,60,72.0,1.5,Specific Gravity,All Grain,1.0,American IPA,1.06,20.0
18834,25.0,1.057,1.01,6.15,27.74,7.33,28.0,60,75.0,,Specific Gravity,BIAB,0.75,American Pale Ale,1.051,15.0
18835,20.82,1.061,1.002,7.77,32.61,8.14,28.39,90,70.0,1.5,Specific Gravity,All Grain,,Saison,1.045,21.11
18836,5.68,1.061,1.012,6.42,40.28,17.4,13.25,90,65.0,,Specific Gravity,BIAB,,American Amber Ale,1.026,19.650700308959838
18837,18.93,1.062,1.015,6.08,64.83,8.19,22.71,60,70.0,1.2,Specific Gravity,All Grain,0.5,American IPA,1.051,18.33
18838,20.82,1.058,1.012,5.98,10.73,4.15,28.39,60,70.0,1.5,Specific Gravity,All Grain,1.25,Saison,1.042,22.531239349341597
18839,20.82,1.058,1.017,5.36,40.37,16.91,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.75,American Amber Ale,1.043,19.650700308959838
18840,18.93,1.073,1.02,6.99,34.06,40.0,11.36,60,75.0,,Specific Gravity,extract,,American Stout,1.122,21.11
18841,21.0,1.065,1.013,6.81,71.03,4.65,28.5,60,75.0,3.0,Specific Gravity,All Grain,,American IPA,1.048,19.576690909090907
18842,18.93,1.0590000000000002,1.017,5.58,112.88,9.14,22.71,60,50.0,,Specific Gravity,BIAB,,American IPA,1.0490000000000002,19.576690909090907
18843,26.0,1.05,1.007,5.6,10.86,2.66,30.0,90,78.0,4.0,Specific Gravity,All Grain,1.5,American Light Lager,1.043,12.0
18844,23.66,1.068,1.011,7.5,41.99,5.63,26.5,45,70.0,1.4,Specific Gravity,All Grain,0.35,American IPA,1.06,19.44
18845,11.0,1.061,1.012,6.51,33.41,4.94,18.0,90,60.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.037,24.0
18846,17.0,1.065,1.019,6.13,42.43,38.41,19.0,60,60.0,3.0,Specific Gravity,All Grain,0.75,American Stout,1.0590000000000002,20.0
18847,20.0,1.071,1.014,7.47,73.81,11.19,25.0,60,70.0,3.0,Specific Gravity,All Grain,0.35,American IPA,1.057,22.0
18848,19.87,1.069,1.021,6.24,100.96,5.87,24.61,75,35.0,,Specific Gravity,extract,,American IPA,1.038,18.33
18849,20.82,1.069,1.014,7.28,61.8,5.47,28.39,60,75.0,1.5,Specific Gravity,All Grain,1.0,American IPA,1.051,20.0
18850,20.82,1.057,1.015,5.49,78.68,6.59,28.39,60,75.0,1.6,Specific Gravity,All Grain,,American Amber Ale,1.042,19.650700308959838
18851,18.93,1.085,1.015,9.12,171.83,12.34,30.28,90,65.0,1.25,Specific Gravity,All Grain,1.0,Imperial IPA,1.053,17.78
18852,20.44,1.096,1.023,9.67,188.27,9.57,26.27,60,75.0,,Specific Gravity,All Grain,,Imperial IPA,1.4894584221748401,19.67822751322751
18853,20.82,1.026,1.007,2.56,33.73,16.04,28.39,90,35.0,,Specific Gravity,BIAB,,Irish Red Ale,1.019,18.33
18854,20.82,1.055,1.013,5.61,52.8,10.4,28.39,60,73.0,1.25,Specific Gravity,All Grain,,American Amber Ale,1.041,20.0
18855,20.82,1.063,1.013,6.51,96.54,8.16,28.39,60,75.0,1.45,Specific Gravity,All Grain,1.0,American IPA,1.046,20.0
18856,20.82,1.051,1.012,5.09,45.24,4.38,28.39,60,55.0,1.5,Specific Gravity,All Grain,1.25,American Pale Ale,1.037,20.0
18857,14.5,1.04,1.007,4.33,23.2,3.93,20.3,60,75.0,,Specific Gravity,BIAB,,Blonde Ale,1.029,18.0
18858,121.13,13.452,3.34165,5.44,26.62,5.06,158.99,60,80.0,,Plato,extract,1.0,Blonde Ale,10.4,19.44
18859,20.0,10.2893,2.63868,4.06,43.89,2.93,20.0,60,65.0,3.0,Plato,All Grain,0.5,Blonde Ale,10.3,16.0
18860,10.0,1.06,1.017,5.7,36.41,12.6,14.0,60,70.0,,Specific Gravity,All Grain,0.75,American Pale Ale,1.3286333398552141,18.0
18861,20.82,1.007,1.002,0.68,0.0,1.15,11.36,60,35.0,,Specific Gravity,extract,,American Light Lager,1.013,18.723183391003463
18862,22.0,1.05,1.01,5.25,33.52,4.8,28.0,60,79.0,,Specific Gravity,BIAB,,American Pale Ale,1.039,19.508305489260145
18863,20.82,1.05,1.008,5.43,41.47,4.42,11.36,60,73.0,,Specific Gravity,Partial Mash,,American Pale Ale,1.091,19.508305489260145
18864,20.82,1.06,1.012,6.35,57.32,12.47,28.39,60,75.0,,Specific Gravity,All Grain,0.75,American IPA,1.044,20.0
18865,13.5,1.068,1.013,7.55,92.7,6.43,16.5,95,72.0,2.5,Specific Gravity,All Grain,,American IPA,1.055,19.0
18866,20.82,1.064,1.009,7.17,65.15,6.42,28.39,60,66.0,,Specific Gravity,BIAB,,American IPA,1.047,19.576690909090907
18867,100.0,1.055,1.011,5.83,32.02,5.15,110.0,60,75.0,3.0,Specific Gravity,All Grain,0.5,American IPA,1.05,18.0
18868,23.0,1.064,1.011,6.86,93.13,5.53,32.0,60,68.0,,Specific Gravity,BIAB,,Saison,1.046,22.531239349341597
18869,11.36,1.078,1.03,6.28,33.35,50.0,15.9,60,72.0,,Specific Gravity,BIAB,1.0,American Stout,1.053,18.33
18870,15.14,1.047,1.008,5.09,40.12,3.28,18.93,60,72.0,,Specific Gravity,BIAB,,American Pale Ale,1.037,23.89
18871,25.0,1.067,1.007,7.85,27.48,4.3,28.42,60,70.0,2.5,Specific Gravity,All Grain,1.0,Saison,1.0590000000000002,21.0
18872,18.93,1.074,1.018,7.24,0.0,7.68,22.71,60,75.0,,Specific Gravity,All Grain,,American IPA,1.3408930163447252,19.576690909090907
18873,20.82,1.06,1.009,6.69,65.3,5.84,28.39,60,65.0,1.5,Specific Gravity,All Grain,,American IPA,1.038,20.0
18874,20.82,1.064,1.017,6.21,76.53,35.83,28.39,90,70.0,,Specific Gravity,BIAB,0.75,American IPA,1.047,19.576690909090907
18875,20.82,10.4772,1.9115,4.54,77.81,17.04,28.39,60,35.0,1.5,Plato,All Grain,1.25,American IPA,7.8,26.67
18876,25.0,1.071,1.016,7.22,110.92,9.82,29.0,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.062,20.0
18877,19.0,1.06,1.01,6.57,46.47,10.19,25.0,60,68.0,,Specific Gravity,BIAB,,American Pale Ale,1.046,21.0
18878,17.03,1.0490000000000002,1.009,5.32,20.39,5.07,24.61,60,73.0,,Specific Gravity,BIAB,0.35,Blonde Ale,1.034,20.0
18879,37.85,1.064,1.014,6.62,56.36,6.3,43.53,60,70.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.056,20.0
18880,20.82,1.131,1.039,12.05,110.22,50.0,28.39,90,75.0,1.5,Specific Gravity,All Grain,1.25,American Stout,1.096,20.0
18881,20.0,1.054,1.01,5.7,29.91,4.6,11.0,40,35.0,,Specific Gravity,extract,,Blonde Ale,1.098,20.0
18882,25.0,1.0590000000000002,1.013,6.03,40.45,5.27,29.0,60,75.0,,Specific Gravity,BIAB,0.75,American Pale Ale,1.051,18.0
18883,10.0,1.05,1.01,5.2,25.0,15.0,13.5,60,50.0,5.6,Specific Gravity,All Grain,1.0,Irish Red Ale,1.034,18.0
18884,24.0,1.055,1.009,5.99,37.83,7.45,27.5,60,70.0,3.2,Specific Gravity,All Grain,,American Pale Ale,1.048,18.0
18885,20.0,1.04,1.009,4.04,0.0,3.61,27.0,60,72.0,1.7,Specific Gravity,All Grain,,American Light Lager,1.029,18.723183391003463
18886,20.8,1.058,1.011,6.28,54.77,8.55,27.8,60,70.0,,Specific Gravity,BIAB,,American Pale Ale,1.044,19.0
18887,11.0,1.074,1.022,6.81,39.09,5.4,11.0,60,70.0,3.0,Specific Gravity,All Grain,,American Light Lager,1.074,18.723183391003463
18888,41.64,1.089,1.014,9.89,122.8,10.47,49.21,90,75.0,1.25,Specific Gravity,All Grain,1.25,Imperial IPA,1.075,20.0
18889,16.0,14.44,3.1705,6.08,95.64,6.13,17.0,70,56.0,3.81,Plato,All Grain,0.35,American IPA,13.6,20.0
18890,18.93,1.064,1.016,6.31,0.0,16.27,18.93,60,75.0,,Specific Gravity,All Grain,,Irish Red Ale,1.25478625,19.262037037037036
18891,18.93,1.069,1.017,6.74,0.0,5.15,22.71,60,70.0,1.25,Specific Gravity,All Grain,,American Light Lager,1.057,18.723183391003463
18892,23.0,1.05,1.009,5.32,38.94,6.61,28.5,60,60.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.04,21.0
18893,20.82,1.057,1.015,5.56,32.11,24.5,11.36,60,35.0,,Specific Gravity,Partial Mash,0.75,American Brown Ale,1.105,21.11
18894,21.0,1.056,1.012,5.84,50.17,8.9,28.5,60,78.0,3.0,Specific Gravity,All Grain,0.35,American IPA,1.042,20.0
18895,28.39,1.082,1.028,7.13,46.03,4.67,32.18,60,79.0,,Specific Gravity,All Grain,,American IPA,1.073,20.0
18896,44.0,1.046,1.013,4.4,22.62,13.35,55.0,70,72.0,3.0,Specific Gravity,All Grain,,Irish Red Ale,1.037,19.0
18897,21.0,1.019,1.004,1.97,0.0,4.13,11.0,60,35.0,,Specific Gravity,extract,,American Light Lager,1.036,18.723183391003463
18898,20.82,1.068,1.012,7.31,77.95,7.62,24.61,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.057,19.576690909090907
18899,20.82,1.0659999999999998,1.011,7.22,74.24,7.15,22.71,60,100.0,,Specific Gravity,BIAB,,American IPA,1.053,18.33
18900,18.93,1.082,1.022,7.86,202.82,7.58,24.61,90,75.0,,Specific Gravity,extract,0.35,American IPA,1.063,23.89
18901,9.0,1.038,1.008,3.89,23.02,9.65,10.5,60,70.0,,Specific Gravity,BIAB,,Saison,1.033,21.0
18902,32.0,1.052,1.01,5.48,28.0,5.79,45.0,60,70.0,4.0,Specific Gravity,All Grain,0.5,Blonde Ale,1.037,27.0
18903,13.25,1.07,1.016,7.03,0.0,15.88,18.93,60,38.0,2.0,Specific Gravity,All Grain,1.25,Saison,1.0490000000000002,25.56
18904,25.0,1.056,1.012,5.74,0.0,6.4,10.0,0,35.0,,Specific Gravity,extract,,American Pale Ale,1.14,20.0
18905,20.82,1.0590000000000002,1.015,5.78,85.71,11.13,24.61,60,77.0,1.4,Specific Gravity,All Grain,0.75,American Pale Ale,1.05,18.89
18906,11.36,1.064,1.015,6.49,22.58,31.2,15.14,60,75.0,,Specific Gravity,BIAB,,American Brown Ale,1.048,19.499524680073122
18907,113.56,1.05,1.012,5.02,43.08,5.2,132.49,60,75.0,1.5,Specific Gravity,All Grain,0.75,American Pale Ale,1.043,18.33
18908,20.82,1.057,1.013,5.7,43.71,5.92,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.042,19.508305489260145
18909,20.0,1.052,1.014,5.06,108.89,13.18,27.0,60,70.0,,Specific Gravity,BIAB,,American Pale Ale,1.039,19.508305489260145
18910,18.93,1.052,1.01,5.55,41.09,11.65,24.61,60,35.0,,Specific Gravity,extract,0.35,American IPA,1.04,18.33
18911,23.0,1.051,1.012,5.16,39.32,7.36,28.0,60,70.0,3.0,Specific Gravity,All Grain,0.35,American Pale Ale,1.042,19.0
18912,20.82,1.056,1.014,5.51,53.31,5.68,26.88,60,72.0,1.0,Specific Gravity,All Grain,0.35,American IPA,1.043,20.0
18913,20.82,1.063,1.016,6.14,59.61,14.28,26.5,60,70.0,,Specific Gravity,All Grain,,American IPA,1.3408930163447252,19.576690909090907
18914,41.64,1.071,1.013,7.68,40.95,43.89,49.21,60,75.0,,Specific Gravity,All Grain,0.35,American Stout,1.06,21.11
18915,3.8,1.068,1.019,6.43,79.79,13.79,7.6,60,70.0,,Specific Gravity,BIAB,0.5,American IPA,1.034,18.0
18916,25.0,1.027,1.008,2.56,22.66,27.57,28.0,90,28.0,2.5,Specific Gravity,All Grain,,American Light Lager,1.024,20.0
18917,18.93,1.068,1.017,6.62,63.91,43.56,26.5,60,75.0,1.5,Specific Gravity,All Grain,,American Stout,1.048,21.11
18918,18.0,1.053,1.011,5.43,61.46,9.76,23.5,70,60.0,2.5,Specific Gravity,All Grain,0.35,American IPA,1.04,20.0
18919,18.93,1.08,1.028,6.9,86.27,6.89,22.71,60,75.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.067,20.0
18920,20.82,1.06,1.014,6.0,41.7,6.2,28.39,60,80.0,1.5,Specific Gravity,All Grain,0.35,American Pale Ale,1.044,18.33
18921,23.0,1.0659999999999998,1.015,6.64,69.24,7.22,30.0,60,70.0,,Specific Gravity,All Grain,,American IPA,1.05,20.0
18922,11.36,1.056,1.011,5.87,27.55,5.67,15.14,60,75.0,,Specific Gravity,BIAB,0.75,American Pale Ale,1.042,18.33
18923,28.7,12.4352,2.90772,5.1,27.15,5.74,23.0,60,83.0,3.0,Plato,All Grain,,American Pale Ale,15.4,19.508305489260145
18924,25.0,1.057,1.012,5.79,56.6,10.42,30.0,60,66.0,3.0,Specific Gravity,All Grain,1.0,American IPA,1.047,19.0
18925,3.79,1.057,1.016,5.59,55.92,7.94,4.73,60,35.0,,Specific Gravity,extract,0.5,American IPA,1.046,20.0
18926,26.5,1.05,1.015,4.7,40.95,4.82,30.5,80,76.0,,Specific Gravity,BIAB,0.75,American Pale Ale,1.044,17.0
18927,20.82,1.06,1.011,6.4,60.97,6.14,18.93,60,35.0,,Specific Gravity,extract,,American IPA,1.0659999999999998,18.33
18928,11.36,1.044,1.008,4.63,32.91,13.5,15.14,60,35.0,,Specific Gravity,extract,,American Amber Ale,1.033,19.650700308959838
18929,21.0,1.047,1.012,4.61,130.7,50.0,28.5,60,35.0,3.0,Specific Gravity,All Grain,,American Light Lager,1.035,18.723183391003463
18930,21.0,1.048,1.009,5.18,31.17,4.18,25.0,60,100.0,3.0,Specific Gravity,All Grain,0.5,American Pale Ale,1.04,23.0
18931,18.93,1.054,1.011,5.64,60.2,8.94,18.93,60,75.0,,Specific Gravity,Partial Mash,,American IPA,1.054,20.0
18932,24.0,1.063,1.018,5.98,50.02,4.11,31.5,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.048,22.0
18933,20.82,1.045,1.011,4.47,66.22,3.22,28.39,60,70.0,,Specific Gravity,BIAB,,American IPA,1.033,18.33
18934,18.93,1.097,1.024,9.51,0.0,8.58,18.93,60,100.0,,Specific Gravity,extract,,American Light Lager,1.097,18.723183391003463
18935,20.82,1.051,1.008,5.52,28.36,7.99,26.5,60,60.0,,Specific Gravity,Partial Mash,0.35,American Pale Ale,1.04,18.89
18936,21.0,1.062,1.013,6.45,48.31,8.41,30.5,70,81.0,3.0,Specific Gravity,All Grain,0.75,American IPA,1.043,20.0
18937,16.0,1.048,1.01,5.06,87.09,43.31,22.0,90,62.0,,Specific Gravity,BIAB,,American Stout,1.035,19.538883333333334
18938,18.93,1.057,1.014,5.62,0.0,27.04,18.93,60,70.0,,Specific Gravity,All Grain,,American IPA,1.3408930163447252,19.576690909090907
18939,13.0,1.051,1.013,5.0,55.49,8.39,19.0,60,75.0,2.9,Specific Gravity,All Grain,,American Pale Ale,1.035,18.0
18940,18.93,1.053,1.009,5.79,42.21,6.19,26.5,60,63.0,1.25,Specific Gravity,All Grain,,American Pale Ale,1.038,19.508305489260145
18941,20.82,1.069,1.017,6.83,20.53,7.33,11.36,60,35.0,,Specific Gravity,extract,1.0,Blonde Ale,1.127,20.56
18942,24.61,1.077,1.015,8.1,76.2,4.62,30.28,90,80.0,,Specific Gravity,All Grain,1.25,Imperial IPA,1.057,16.67
18943,22.71,1.057,1.016,5.39,22.34,14.06,11.36,60,35.0,,Specific Gravity,extract,,Irish Red Ale,1.115,19.262037037037036
18944,27.0,1.044,1.007,4.82,45.66,8.71,37.0,90,67.0,2.8,Specific Gravity,All Grain,0.75,American Pale Ale,1.032,19.0
18945,18.0,1.035,1.005,3.93,18.72,3.7,22.0,60,55.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.029,19.0
18946,21.5,1.069,1.017,6.79,72.24,6.1,25.5,60,77.0,,Specific Gravity,BIAB,,American IPA,1.058,20.0
18947,20.82,1.046,1.009,4.93,111.23,8.51,28.39,90,60.0,,Specific Gravity,BIAB,,American IPA,1.034,21.11
18948,18.93,1.056,1.01,6.05,61.82,11.11,28.39,60,70.0,,Specific Gravity,BIAB,,American IPA,1.037,17.78
18949,9.46,23.4316,7.7457699999999985,8.88,36.35,50.0,14.2,60,70.0,1.5,Plato,All Grain,,American Light Lager,16.1,18.723183391003463
18950,52.0,1.05,1.008,5.47,70.51,6.12,55.0,90,63.0,3.0,Specific Gravity,All Grain,1.0,American IPA,1.047,20.0
18951,18.93,1.058,1.015,5.75,85.43,8.78,24.61,60,61.0,1.5,Specific Gravity,All Grain,,American IPA,1.045,19.576690909090907
18952,50.0,1.053,1.012,5.41,25.91,4.88,58.0,60,69.0,,Specific Gravity,BIAB,,Blonde Ale,1.046,19.0
18953,21.0,1.058,1.01,6.31,57.84,7.24,28.5,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.043,20.0
18954,21.0,1.043,1.008,4.6,64.76,4.65,28.0,50,35.0,,Specific Gravity,extract,,American Pale Ale,1.032,17.5
18955,23.0,1.064,1.015,6.47,60.85,5.45,28.0,90,70.0,2.96,Specific Gravity,All Grain,,American Light Lager,1.053,19.0
18956,22.71,1.074,1.019,7.15,249.05,4.21,27.25,60,82.0,,Specific Gravity,BIAB,0.75,American IPA,1.062,18.33
18957,24.0,1.05,1.011,5.02,42.78,5.14,28.5,60,75.0,3.0,Specific Gravity,All Grain,,American Light Lager,1.042,18.723183391003463
18958,20.82,1.039,1.014,3.27,32.13,7.57,11.36,60,35.0,,Specific Gravity,extract,,American Light Lager,1.072,18.723183391003463
18959,10.0,1.023,1.005,2.4,23.03,4.94,12.0,60,65.0,,Specific Gravity,BIAB,0.35,Saison,1.02,21.0
18960,20.82,1.067,1.017,6.51,38.55,4.5,26.5,60,72.0,1.25,Specific Gravity,All Grain,,American IPA,1.053,20.0
18961,20.82,1.054,1.01,5.77,49.64,7.42,28.39,60,70.0,1.33,Specific Gravity,All Grain,0.75,American Pale Ale,1.04,18.33
18962,20.82,1.102,1.018,10.98,101.8,9.81,28.39,60,70.0,1.25,Specific Gravity,All Grain,1.0,Imperial IPA,1.075,20.0
18963,37.85,1.072,1.017,7.22,39.35,10.67,56.78,60,75.0,,Specific Gravity,All Grain,0.35,Imperial IPA,1.048,15.56
18964,21.0,1.051,1.009,5.63,41.22,3.67,28.5,60,70.0,2.5,Specific Gravity,All Grain,,American Pale Ale,1.038,19.508305489260145
18965,23.0,1.051,1.009,5.5,39.14,5.3,26.5,60,80.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.044,20.0
18966,41.64,1.055,1.013,5.44,20.12,4.48,45.42,60,70.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.05,20.0
18967,50.0,1.04,1.007,4.36,17.16,4.37,58.0,70,70.0,,Specific Gravity,All Grain,0.75,Blonde Ale,1.035,17.0
18968,10.41,1.044,1.011,4.33,64.0,6.14,7.57,60,35.0,,Specific Gravity,extract,,American Pale Ale,1.061,19.508305489260145
18969,3.79,1.062,1.012,6.48,27.67,5.08,7.57,60,70.0,,Specific Gravity,BIAB,,Saison,1.031,22.531239349341597
18970,22.71,1.09,1.021,9.04,247.9,7.28,30.28,90,70.0,,Specific Gravity,BIAB,0.5,Imperial IPA,1.068,18.89
18971,72.0,1.042,1.008,4.52,35.61,7.65,90.0,60,75.0,3.0,Specific Gravity,All Grain,0.5,American IPA,1.034,18.0
18972,23.0,1.062,1.014,6.32,125.65,4.1,28.7,60,75.0,2.7,Specific Gravity,All Grain,1.0,American IPA,1.05,18.0
18973,20.0,1.065,1.015,6.64,63.95,4.95,25.0,60,75.0,2.36,Specific Gravity,All Grain,,American Pale Ale,1.052,23.0
18974,21.0,1.048,1.013,4.5,37.24,9.01,11.0,60,35.0,,Specific Gravity,extract,,American Pale Ale,1.091,21.0
18975,20.82,1.056,1.014,5.55,58.37,14.3,24.61,60,35.0,,Specific Gravity,Partial Mash,,American Amber Ale,1.048,17.22
18976,20.0,1.052,1.013,5.28,11.03,3.54,25.0,90,75.0,4.0,Specific Gravity,All Grain,1.0,Witbier,1.042,19.0
18977,30.0,1.052,1.013,5.08,40.11,5.23,28.0,60,70.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.055,19.508305489260145
18978,3.79,1.057,1.014,5.58,28.15,6.74,8.52,60,72.0,,Specific Gravity,BIAB,,American IPA,1.025,19.576690909090907
18979,20.82,1.058,1.023,4.63,53.57,7.96,11.36,60,35.0,,Specific Gravity,extract,,American Stout,1.107,20.0
18980,55.0,1.075,1.019,7.37,150.91,15.56,60.0,60,75.0,43.0,Specific Gravity,All Grain,0.35,American IPA,1.069,15.0
18981,44.0,1.061,1.011,6.76,76.8,7.68,46.4,30,65.0,,Specific Gravity,BIAB,,American Pale Ale,1.058,18.0
18982,23.0,1.047,1.011,4.75,79.31,4.16,27.0,70,35.0,,Specific Gravity,Partial Mash,0.35,American Pale Ale,1.04,20.0
18983,20.82,1.064,1.015,6.46,31.43,7.69,28.39,60,60.0,1.25,Specific Gravity,All Grain,,American IPA,1.047,20.0
18984,18.93,1.106,1.026,10.39,136.34,10.33,11.36,60,35.0,,Specific Gravity,extract,0.75,Imperial IPA,1.176,21.11
18985,20.82,1.057,1.013,5.73,26.44,17.45,11.36,60,35.0,,Specific Gravity,Partial Mash,,Irish Red Ale,1.104,20.0
18986,140.0,15.4677,4.02272,6.21,63.66,3.99,150.0,60,70.0,2.2,Plato,All Grain,,American IPA,14.5,19.576690909090907
18987,34.07,1.05,1.013,4.87,28.71,11.32,37.85,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.045,15.56
18988,3.79,1.053,1.016,4.82,16.92,3.86,6.62,60,35.0,,Specific Gravity,extract,,Witbier,1.03,20.435561694290975
18989,50.0,1.05,1.009,5.4,22.26,7.29,56.0,60,75.0,3.0,Specific Gravity,All Grain,0.35,Saison,1.045,32.0
18990,54.89,19.4592,2.88567,9.09,215.67,6.41,53.0,75,79.5,1.5,Plato,All Grain,1.25,Imperial IPA,20.1,20.0
18991,22.71,1.07,1.016,7.56,251.68,7.79,30.28,90,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.053,19.576690909090907
18992,475.0,1.0490000000000002,1.009,5.18,32.13,3.29,490.0,60,75.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.047,19.508305489260145
18993,18.93,1.062,1.015,6.18,61.42,8.19,24.61,90,70.0,1.3,Specific Gravity,All Grain,0.5,American IPA,1.047,21.11
18994,2.01,1.032,1.007,3.24,0.0,3.19,2.0,15,35.0,,Specific Gravity,extract,,American Light Lager,1.032,18.723183391003463
18995,26.5,1.09,1.024,8.59,229.74,5.33,26.5,60,72.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.09,18.723183391003463
18996,23.66,1.061,1.015,6.01,64.49,9.33,28.39,60,65.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.051,17.78
18997,18.93,1.077,1.016,7.99,111.61,16.13,11.36,60,35.0,,Specific Gravity,extract,,Imperial IPA,1.129,21.11
