,Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style,BoilGravityMod
19568,19568,35.0,1.056,1.011,5.91,86.46,12.32,40.0,60,65.0,,Specific Gravity,BIAB,,25.0,American IPA,1.0490000000000002
19569,19569,20.82,1.0490000000000002,1.012,4.93,23.38,15.4,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.5,18.89,American Amber Ale,1.036
19570,19570,18.93,1.056,1.011,5.87,47.72,3.59,26.5,60,75.0,1.33,Specific Gravity,All Grain,0.35,20.0,American Pale Ale,1.04
19571,19571,18.0,1.06,1.01,6.52,79.45,12.0,25.0,60,75.0,5.25,Specific Gravity,All Grain,0.35,20.0,American IPA,1.043
19572,19572,20.0,1.013,1.003,1.29,0.0,3.98,20.0,60,35.0,,Specific Gravity,extract,,,American Pale Ale,1.013
19573,19573,21.0,1.052,1.011,5.42,27.21,14.39,11.0,60,35.0,,Specific Gravity,extract,0.5,20.0,American Amber Ale,1.084
19574,19574,18.93,1.054,1.009,5.84,37.81,8.86,26.5,60,75.0,1.5,Specific Gravity,All Grain,,21.11,American Pale Ale,1.038
19575,19575,37.85,1.046,1.01,4.66,32.49,8.01,49.21,60,70.0,1.5,Specific Gravity,All Grain,,18.33,American IPA,1.035
19576,19576,18.93,1.0659999999999998,1.016,6.79,71.77,9.68,11.36,60,35.0,,Specific Gravity,extract,,20.0,American IPA,1.051
19577,19577,22.71,1.08,1.016,8.4,53.89,7.58,29.34,60,65.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA,1.062
19578,19578,34.0,1.065,1.012,7.02,55.95,8.33,40.0,70,61.0,3.0,Specific Gravity,All Grain,,,American IPA,1.055
19579,19579,13.0,1.0490000000000002,1.01,5.07,23.95,9.48,18.0,60,70.0,,Specific Gravity,BIAB,,20.0,Saison,1.035
19580,19580,45.0,1.054,1.009,5.88,19.13,9.19,58.0,80,65.0,3.0,Specific Gravity,All Grain,0.5,18.0,American Amber Ale,1.042
19581,19581,23.09,1.06,1.011,6.39,28.46,8.05,12.87,60,35.0,,Specific Gravity,extract,0.75,26.67,Saison,1.107
19582,19582,45.42,1.068,1.012,7.64,0.0,21.74,49.21,55,70.0,1.1,Specific Gravity,All Grain,,,American Light Lager,1.063
19583,19583,45.42,1.065,1.013,6.81,107.84,7.77,56.78,90,80.0,1.75,Specific Gravity,All Grain,1.25,16.67,Imperial IPA,1.052
19584,19584,25.0,1.055,1.013,5.48,67.93,10.17,25.0,60,78.0,3.0,Specific Gravity,All Grain,,17.0,American IPA,1.055
19585,19585,40.0,1.056,1.014,5.5,38.73,12.57,48.0,60,75.0,4.0,Specific Gravity,All Grain,0.75,18.0,Irish Red Ale,1.047
19586,19586,18.93,1.06,1.012,6.24,43.34,10.67,28.39,60,75.0,1.25,Specific Gravity,All Grain,0.35,20.0,American IPA,1.04
19587,19587,21.0,1.053,1.013,5.2,75.55,3.71,25.0,90,70.0,3.0,Specific Gravity,All Grain,,,American IPA,1.044
19588,19588,20.82,1.051,1.008,5.7,52.23,25.28,28.39,60,35.0,,Specific Gravity,BIAB,0.5,18.33,American Pale Ale,1.037
19589,19589,20.82,1.085,1.024,8.05,166.82,40.0,11.36,60,30.0,,Specific Gravity,extract,,,Imperial IPA,1.062
19590,19590,20.82,1.071,1.02,6.66,39.53,44.43,24.61,60,70.0,1.33,Specific Gravity,All Grain,,,American Stout,1.06
19591,19591,22.71,1.067,1.018,6.44,66.26,4.36,26.5,60,75.0,1.5,Specific Gravity,All Grain,0.35,20.56,American IPA,1.058
19592,19592,26.0,1.055,1.011,5.76,42.73,4.86,28.5,90,64.0,3.0,Specific Gravity,All Grain,,18.0,American Pale Ale,1.05
19593,19593,3.79,1.069,1.018,6.66,20.78,17.29,6.06,60,70.0,1.5,Specific Gravity,All Grain,,21.11,Irish Red Ale,1.043
19594,19594,24.61,1.067,1.014,6.95,87.48,4.55,30.28,90,70.0,,Specific Gravity,All Grain,1.0,21.11,American IPA,1.054
19595,19595,21.77,1.0659999999999998,1.018,6.31,92.1,4.82,26.5,60,75.0,1.5,Specific Gravity,All Grain,,18.89,American IPA,1.054
19596,19596,18.93,1.0659999999999998,1.011,7.19,59.98,6.15,28.39,60,65.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA,1.044
19597,19597,20.82,1.054,1.009,5.98,29.38,3.67,24.61,60,70.0,1.5,Specific Gravity,All Grain,,18.33,Blonde Ale,1.046
19598,19598,24.0,1.071,1.018,6.89,68.49,9.14,30.0,60,35.0,,Specific Gravity,extract,,22.0,American IPA,1.057
19599,19599,22.71,1.054,1.016,4.91,49.95,6.82,11.36,60,55.0,,Specific Gravity,Partial Mash,,22.22,American Pale Ale,1.108
19600,19600,26.5,1.086,1.022,8.42,204.34,7.77,34.07,90,80.0,1.4,Specific Gravity,All Grain,1.25,17.78,Imperial IPA,1.067
19601,19601,25.0,1.048,1.009,5.07,31.27,5.96,30.0,60,70.0,5.0,Specific Gravity,All Grain,0.75,18.0,American Pale Ale,1.04
19602,19602,22.0,1.0490000000000002,1.008,5.38,41.88,5.24,28.5,60,75.0,3.0,Specific Gravity,All Grain,0.5,17.0,American Pale Ale,1.038
19603,19603,19.0,1.06,1.011,6.36,51.94,11.02,25.0,60,74.0,,Specific Gravity,All Grain,0.35,,American Amber Ale,1.045
19604,19604,20.82,1.054,1.013,5.39,40.51,9.52,24.61,60,65.0,1.3,Specific Gravity,All Grain,1.0,20.0,American Pale Ale,1.046
19605,19605,18.93,1.071,1.013,7.63,106.1,7.71,24.61,60,75.0,2.0,Specific Gravity,All Grain,,,American IPA,1.055
19606,19606,25.0,1.064,1.012,6.84,60.66,15.64,30.0,60,73.0,,Specific Gravity,All Grain,0.75,20.0,American IPA,1.053
19607,19607,16.7,1.052,1.012,5.21,72.51,5.64,19.0,60,73.0,,Specific Gravity,BIAB,0.75,24.0,American IPA,1.045
19608,19608,20.82,1.038,1.007,4.06,22.85,3.37,9.46,60,35.0,,Specific Gravity,extract,,20.0,American Pale Ale,1.084
19609,19609,18.93,1.085,1.021,8.34,52.74,10.7,22.71,60,75.0,1.5,Specific Gravity,All Grain,,,American IPA,1.071
19610,19610,26.0,1.056,1.013,5.7,52.43,11.05,28.0,60,75.0,1.0,Specific Gravity,All Grain,,,American Pale Ale,1.052
19611,19611,14.0,1.056,1.014,5.51,33.96,13.51,16.0,60,63.0,,Specific Gravity,All Grain,,,American Pale Ale,1.0490000000000002
19612,19612,9.5,1.053,1.013,5.35,46.96,13.32,16.3,90,69.0,2.5,Specific Gravity,All Grain,0.75,18.0,American Pale Ale,1.031
19613,19613,18.93,1.051,1.01,5.43,2.83,4.28,13.25,45,35.0,,Specific Gravity,extract,0.5,18.33,Blonde Ale,1.073
19614,19614,54.0,1.046,1.008,4.9,23.31,6.07,55.0,60,75.0,5.5,Specific Gravity,All Grain,,20.0,Blonde Ale,1.045
19615,19615,11.36,1.05,1.013,4.91,35.05,8.75,18.93,60,72.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Pale Ale,1.03
19616,19616,20.82,1.088,1.024,8.35,86.53,11.34,22.71,75,70.0,,Specific Gravity,All Grain,0.5,23.89,American IPA,1.08
19617,19617,24.0,1.0490000000000002,1.009,5.25,31.03,5.41,25.0,60,75.0,2.0,Specific Gravity,All Grain,,21.0,Saison,1.047
19618,19618,20.82,1.067,1.014,6.93,71.93,6.59,28.39,75,75.0,,Specific Gravity,BIAB,1.0,,American IPA,1.0490000000000002
19619,19619,18.93,1.0659999999999998,1.011,7.43,66.98,11.49,26.5,60,70.0,,Specific Gravity,All Grain,0.35,21.11,American IPA,1.047
19620,19620,40.0,1.058,1.011,6.27,18.97,15.4,47.0,60,71.0,3.0,Specific Gravity,All Grain,,18.0,American Amber Ale,1.05
19621,19621,18.93,1.079,1.026,7.54,78.36,9.8,24.61,60,75.0,,Specific Gravity,All Grain,,,Imperial IPA,1.062
19622,19622,20.82,1.044,1.01,4.44,28.27,5.8,28.39,60,55.0,,Specific Gravity,BIAB,1.25,19.44,American Pale Ale,1.032
19623,19623,24.6,1.055,1.013,5.58,39.47,8.0,29.3,70,79.0,,Specific Gravity,All Grain,1.0,,American Pale Ale,1.046
19624,19624,18.93,1.067,1.017,6.6,0.0,11.69,18.93,60,75.0,,Specific Gravity,All Grain,,,American Pale Ale,1.043
19625,19625,20.82,1.063,1.013,6.51,0.0,48.0,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,American IPA,1.046
19626,19626,20.82,1.063,1.018,5.9,38.78,34.36,30.28,60,65.0,1.25,Specific Gravity,All Grain,0.35,21.11,American Brown Ale,1.043
19627,19627,18.93,1.042,1.012,3.97,43.96,4.38,9.46,60,35.0,,Specific Gravity,extract,,20.0,American Pale Ale,1.084
19628,19628,45.42,1.064,1.016,6.28,57.96,8.23,51.1,60,80.0,,Specific Gravity,BIAB,,,American IPA,1.057
19629,19629,19.87,1.055,1.009,6.05,26.08,3.9,11.36,60,70.0,,Specific Gravity,Partial Mash,0.35,21.11,Witbier,1.096
19630,19630,300.0,1.054,1.012,5.45,41.72,10.93,310.0,60,72.0,3.1,Specific Gravity,All Grain,1.25,19.5,American Pale Ale,1.052
19631,19631,41.64,1.06,1.012,6.4,62.3,4.01,53.0,60,80.0,1.25,Specific Gravity,All Grain,1.0,,American IPA,1.047
19632,19632,22.0,1.084,1.017,8.79,244.28,13.0,25.0,90,70.0,3.6,Specific Gravity,All Grain,1.0,20.0,Imperial IPA,1.074
19633,19633,11.36,1.077,1.004,9.63,32.02,4.09,15.14,45,35.0,,Specific Gravity,extract,,,Saison,1.058
19634,19634,23.0,1.083,1.019,8.44,79.54,10.68,27.0,60,75.0,2.5,Specific Gravity,All Grain,,,Imperial IPA,1.071
19635,19635,41.64,1.048,1.01,4.9,73.34,5.62,53.0,60,92.0,1.5,Specific Gravity,All Grain,,,American IPA,1.037
19636,19636,20.82,1.0590000000000002,1.015,5.83,47.24,14.37,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,American IPA,1.043
19637,19637,20.82,1.0490000000000002,1.011,4.96,19.0,3.76,15.14,60,65.0,,Specific Gravity,Partial Mash,0.35,21.11,Witbier,1.067
19638,19638,17.03,1.054,1.013,5.37,21.71,12.91,18.93,60,70.0,1.5,Specific Gravity,All Grain,0.35,21.11,American Amber Ale,1.048
19639,19639,20.82,1.061,1.016,5.88,65.97,7.83,28.39,90,70.0,1.5,Specific Gravity,All Grain,,18.89,American IPA,1.044
19640,19640,18.93,1.0590000000000002,1.014,5.95,32.4,6.27,26.5,90,70.0,1.25,Specific Gravity,All Grain,0.75,19.44,American Amber Ale,1.042
19641,19641,21.0,1.028,1.007,2.78,84.72,7.01,28.5,60,35.0,,Specific Gravity,All Grain,,20.0,American IPA,1.021
19642,19642,21.0,1.0490000000000002,1.009,5.18,27.68,4.55,10.0,30,0.0,,Specific Gravity,extract,0.35,18.0,American Pale Ale,1.102
19643,19643,40.0,1.0490000000000002,1.014,4.54,13.1,3.88,52.0,75,55.0,3.0,Specific Gravity,All Grain,,19.0,Witbier,1.038
19644,19644,33.0,1.04,1.008,4.29,38.72,4.28,36.0,60,73.0,,Specific Gravity,Partial Mash,,17.0,Blonde Ale,1.037
19645,19645,20.82,1.0490000000000002,1.012,4.79,16.39,4.97,24.61,60,65.0,1.4,Specific Gravity,All Grain,,,American Light Lager,1.041
19646,19646,17.0,1.126,1.024,13.44,133.71,11.71,23.0,60,65.0,2.5,Specific Gravity,All Grain,1.25,18.0,Imperial IPA,1.093
19647,19647,19.87,1.074,1.012,8.03,73.45,7.14,23.66,60,75.0,1.5,Specific Gravity,All Grain,0.35,22.22,American IPA,1.062
19648,19648,20.82,1.088,1.022,8.63,79.67,15.71,15.14,60,70.0,1.5,Specific Gravity,All Grain,0.5,20.56,American IPA,1.121
19649,19649,20.82,1.064,1.017,6.21,96.52,6.37,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA,1.044
19650,19650,22.71,1.053,1.013,5.19,0.0,3.86,28.39,60,75.0,,Specific Gravity,All Grain,,,American Pale Ale,1.043
19651,19651,18.93,1.053,1.01,5.69,59.68,24.03,18.93,60,35.0,,Specific Gravity,extract,,19.44,American Brown Ale,1.053
19652,19652,22.71,1.045,1.01,4.54,15.71,3.6,29.34,60,75.0,1.33,Specific Gravity,All Grain,,18.33,American Pale Ale,1.035
19653,19653,48.0,1.068,1.016,6.95,62.22,11.39,55.0,60,65.0,2.0,Specific Gravity,All Grain,1.0,22.0,American IPA,1.06
19654,19654,24.0,1.061,1.013,6.32,45.13,6.25,31.0,70,73.0,3.68,Specific Gravity,All Grain,,,American Pale Ale,1.047
19655,19655,23.66,1.07,1.018,6.91,245.37,6.1,30.28,90,76.0,1.0,Specific Gravity,All Grain,1.25,19.44,Imperial IPA,1.055
19656,19656,189.27,1.064,1.01,7.02,37.0,5.34,234.7,60,79.0,1.25,Specific Gravity,All Grain,0.75,23.89,Saison,1.052
19657,19657,35.0,1.048,1.009,5.0,39.9,5.25,40.0,60,75.0,2.0,Specific Gravity,All Grain,1.0,18.0,American Pale Ale,1.042
19658,19658,30.0,1.058,1.015,5.66,40.79,7.18,37.5,90,75.0,,Specific Gravity,BIAB,1.0,18.0,American Pale Ale,1.046
19659,19659,20.82,1.078,1.021,7.45,41.6,7.77,15.14,60,35.0,,Specific Gravity,extract,0.35,19.44,American IPA,1.107
19660,19660,20.82,1.028,1.007,2.78,67.12,11.24,11.36,90,35.0,,Specific Gravity,extract,,,American IPA,1.051
19661,19661,18.93,1.0590000000000002,1.016,5.65,29.31,4.82,28.39,60,65.0,1.5,Specific Gravity,All Grain,,,American Light Lager,1.039
19662,19662,18.93,1.065,1.017,6.33,76.98,7.54,24.61,60,80.0,1.3,Specific Gravity,All Grain,0.5,20.0,American Pale Ale,1.05
19663,19663,19.0,1.062,1.012,6.48,97.38,4.08,25.0,60,70.0,3.4,Specific Gravity,All Grain,1.0,18.0,American IPA,1.047
19664,19664,23.0,11.6709,2.00226,5.14,43.08,7.55,27.0,60,70.0,3.0,Plato,All Grain,,20.0,American IPA,10.0
19665,19665,23.0,11.9,3.2,4.65,59.84,3.81,28.0,60,75.0,3.4,Plato,All Grain,0.75,20.0,American Pale Ale,9.8
19666,19666,18.93,1.0759999999999998,1.015,8.01,83.34,21.93,26.5,60,65.0,1.5,Specific Gravity,All Grain,,20.0,American Brown Ale,1.054
19667,19667,20.82,1.05,1.011,5.03,21.6,7.09,26.5,60,70.0,,Specific Gravity,BIAB,,,Blonde Ale,1.04
19668,19668,20.82,1.043,1.008,4.62,25.53,3.67,28.39,90,65.0,1.5,Specific Gravity,All Grain,0.35,,Saison,1.031
19669,19669,19.87,1.057,1.01,6.19,36.62,2.71,11.36,60,35.0,,Specific Gravity,extract,,,American Light Lager,1.099
19670,19670,20.0,1.052,1.01,5.58,44.35,10.56,11.0,60,35.0,,Specific Gravity,extract,0.35,18.0,American IPA,1.095
19671,19671,3.79,1.053,1.015,5.03,43.4,40.0,5.68,45,35.0,,Specific Gravity,Partial Mash,,16.11,American Stout,1.036
19672,19672,50.0,1.06,1.011,6.33,44.15,3.56,60.0,60,85.0,3.2,Specific Gravity,All Grain,0.75,18.0,American IPA,1.05
19673,19673,10.0,1.044,1.008,4.79,0.0,9.32,11.0,60,70.0,3.0,Specific Gravity,All Grain,,19.0,American Light Lager,1.04
19674,19674,22.71,1.053,1.011,5.69,21.9,5.82,26.5,60,80.0,1.2,Specific Gravity,All Grain,0.35,18.33,Saison,1.045
19675,19675,15.0,1.054,1.006,6.37,49.5,8.06,6.0,62,0.0,,Specific Gravity,extract,,20.0,American Pale Ale,1.136
19676,19676,60.57,1.051,1.008,5.6,55.21,3.68,68.14,90,82.0,1.5,Specific Gravity,All Grain,,18.89,American Pale Ale,1.045
19677,19677,20.82,1.062,1.012,6.58,61.28,6.5,26.5,90,75.0,,Specific Gravity,extract,,,American Pale Ale,1.0490000000000002
19678,19678,37.85,1.042,1.012,3.96,20.01,3.21,53.0,90,70.0,1.5,Specific Gravity,All Grain,,25.56,Saison,1.03
19679,19679,20.82,1.051,1.014,4.85,58.85,5.1,28.39,60,85.0,1.5,Specific Gravity,All Grain,,,American Pale Ale,1.037
19680,19680,18.93,1.056,1.017,5.08,25.39,19.86,18.93,60,70.0,1.5,Specific Gravity,All Grain,,20.56,American Brown Ale,1.056
19681,19681,20.82,1.051,1.009,5.55,36.72,7.25,28.39,60,70.0,1.25,Specific Gravity,All Grain,1.25,20.0,American Pale Ale,1.038
19682,19682,20.82,1.027,1.007,2.55,66.73,5.77,28.39,60,35.0,,Specific Gravity,All Grain,0.35,18.89,American IPA,1.02
19683,19683,18.93,1.046,1.009,4.94,66.46,7.5,24.61,60,35.0,,Specific Gravity,extract,0.35,20.0,American IPA,1.036
19684,19684,20.82,1.073,1.02,6.96,74.38,49.54,28.39,60,75.0,1.5,Specific Gravity,All Grain,,18.89,American Stout,1.053
19685,19685,30.0,1.045,1.011,4.5,26.7,34.46,32.0,60,60.0,3.0,Specific Gravity,All Grain,0.35,20.0,American Brown Ale,1.042
19686,19686,18.93,1.053,1.013,5.31,46.7,6.38,9.46,60,70.0,,Specific Gravity,extract,,,American Pale Ale,1.043
19687,19687,20.82,1.065,1.016,6.38,0.0,8.2,20.82,60,65.0,2.0,Specific Gravity,All Grain,,,American Pale Ale,1.043
19688,19688,940.0,1.035,1.006,3.84,31.36,3.08,960.0,90,80.0,2.7,Specific Gravity,All Grain,,,American Pale Ale,1.035
19689,19689,30.0,1.051,1.01,5.42,17.51,9.61,30.0,60,75.0,,Specific Gravity,BIAB,0.35,,American Amber Ale,1.051
19690,19690,18.93,1.057,1.016,5.36,82.88,10.2,9.46,60,35.0,,Specific Gravity,extract,,,American IPA,1.114
19691,19691,18.93,1.065,1.016,6.39,118.42,9.48,29.15,60,61.0,,Specific Gravity,BIAB,,,American IPA,1.042
19692,19692,20.82,1.075,1.021,7.07,157.24,8.29,28.39,90,70.0,1.5,Specific Gravity,All Grain,,,American IPA,1.055
19693,19693,18.93,1.082,1.016,8.7,89.63,6.08,11.36,60,35.0,,Specific Gravity,extract,,21.11,American IPA,1.136
19694,19694,20.82,1.078,1.012,8.68,82.88,6.51,28.39,60,80.0,,Specific Gravity,BIAB,0.5,20.0,Imperial IPA,1.057
19695,19695,22.0,1.053,1.015,5.01,43.8,11.61,28.0,60,35.0,,Specific Gravity,Partial Mash,,18.0,American Pale Ale,1.042
19696,19696,20.82,1.052,1.013,5.11,22.79,6.02,11.36,60,35.0,,Specific Gravity,extract,,,American Light Lager,1.095
19697,19697,19.0,1.068,1.011,7.46,44.9,7.65,30.0,60,65.0,,Specific Gravity,BIAB,,18.0,American IPA,1.043
19698,19698,18.93,1.068,1.017,6.72,0.0,5.44,11.36,90,35.0,,Specific Gravity,extract,,,American Light Lager,1.114
19699,19699,20.82,1.041,1.009,4.1,21.02,3.73,24.87,60,70.0,,Specific Gravity,All Grain,,,Blonde Ale,1.04
19700,19700,20.82,1.052,1.009,5.66,34.71,6.3,32.18,90,75.0,1.64,Specific Gravity,All Grain,0.5,21.67,Saison,1.034
19701,19701,17.03,1.052,1.017,4.53,40.07,9.19,26.5,60,65.0,,Specific Gravity,BIAB,1.0,18.89,American Pale Ale,1.033
19702,19702,18.93,1.065,1.016,6.41,0.0,14.53,28.39,75,75.0,,Specific Gravity,All Grain,,,American Pale Ale,1.043
19703,19703,25.0,1.051,1.009,5.52,25.42,4.08,25.0,90,65.0,3.0,Specific Gravity,All Grain,,18.0,American IPA,1.051
19704,19704,62.0,1.0590000000000002,1.013,6.04,59.48,11.02,69.0,60,70.0,2.5,Specific Gravity,All Grain,,19.0,American IPA,1.053
19705,19705,26.0,1.063,1.016,6.16,28.75,6.91,31.0,60,65.0,,Specific Gravity,BIAB,,,American IPA,1.052
19706,19706,20.82,1.065,1.015,6.55,85.87,5.37,26.5,60,65.0,,Specific Gravity,BIAB,0.35,,American IPA,1.051
19707,19707,23.5,1.055,1.015,5.16,39.95,11.4,30.0,80,66.0,,Specific Gravity,Partial Mash,,,American Pale Ale,1.043
19708,19708,18.93,1.0590000000000002,1.013,6.0,28.69,4.5,28.39,60,65.0,1.5,Specific Gravity,All Grain,,23.33,Saison,1.039
19709,19709,83.28,1.069,1.009,7.79,99.58,6.07,98.42,60,75.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA,1.058
19710,19710,20.82,1.052,1.012,5.29,6.42,21.5,28.39,60,70.0,,Specific Gravity,BIAB,0.75,18.89,American Brown Ale,1.038
19711,19711,37.85,1.065,1.014,6.77,69.76,6.76,60.57,60,80.0,,Specific Gravity,BIAB,1.0,18.33,American IPA,1.041
19712,19712,40.0,1.06,1.021,5.09,32.61,5.58,45.0,60,75.0,3.0,Specific Gravity,All Grain,,,American Light Lager,1.054
19713,19713,20.82,1.078,1.02,7.72,136.72,5.17,28.39,60,70.0,,Specific Gravity,BIAB,,20.0,American IPA,1.058
19714,19714,135.0,1.06,1.01,6.55,44.26,7.33,155.0,65,68.0,3.0,Specific Gravity,All Grain,0.5,21.0,American Pale Ale,1.052
19715,19715,20.82,1.03,1.008,2.99,0.0,8.5,26.5,60,35.0,1.5,Specific Gravity,All Grain,,,American Pale Ale,1.024
19716,19716,100.0,1.058,1.015,5.65,40.02,6.97,120.0,60,70.0,3.0,Specific Gravity,All Grain,,20.0,American Light Lager,1.048
19717,19717,20.82,1.07,1.016,7.13,64.46,14.95,28.39,60,70.0,1.33,Specific Gravity,All Grain,0.5,18.33,Irish Red Ale,1.052
19718,19718,18.55,1.078,1.01,8.94,50.06,11.65,26.5,60,85.0,,Specific Gravity,extract,,18.33,Imperial IPA,1.042
19719,19719,48.0,1.053,1.009,5.78,47.49,6.67,28.5,60,70.0,2.5,Specific Gravity,All Grain,0.75,18.0,American IPA,1.089
19720,19720,24.5,1.052,1.009,5.66,27.27,10.3,28.0,60,85.0,3.0,Specific Gravity,All Grain,0.75,20.0,American Amber Ale,1.039
19721,19721,30.28,1.058,1.011,6.12,22.51,4.22,35.96,90,75.0,1.5,Specific Gravity,All Grain,,20.0,American Light Lager,1.048
19722,19722,19.87,1.053,1.009,5.8,25.21,4.11,27.44,60,72.0,1.3,Specific Gravity,All Grain,0.75,16.67,Blonde Ale,1.038
19723,19723,17.98,1.077,1.019,7.56,116.25,6.71,22.71,60,75.0,,Specific Gravity,All Grain,,,American IPA,1.051
19724,19724,25.0,1.054,1.01,5.77,37.67,5.38,34.0,60,60.0,3.1,Specific Gravity,All Grain,1.0,20.0,American Pale Ale,1.04
19725,19725,27.0,1.051,1.011,5.35,25.09,9.07,27.5,60,70.0,2.5,Specific Gravity,All Grain,0.75,18.0,Saison,1.051
19726,19726,18.93,1.1,1.027,9.6,45.77,28.65,26.5,70,70.0,1.0,Specific Gravity,All Grain,0.35,20.0,American Brown Ale,1.072
19727,19727,20.82,1.043,1.011,4.27,83.21,3.99,26.5,90,75.0,1.0,Specific Gravity,All Grain,0.5,21.11,American IPA,1.034
19728,19728,19.03,1.055,1.01,5.8,62.15,10.83,28.5,60,65.0,5.0,Specific Gravity,All Grain,0.5,,American Amber Ale,1.036
19729,19729,27.0,1.068,1.014,7.18,2.68,5.33,32.0,60,75.0,,Specific Gravity,BIAB,1.25,19.0,American IPA,1.058
19730,19730,20.82,1.045,1.009,4.81,137.12,50.0,28.39,60,35.0,1.5,Specific Gravity,All Grain,,21.11,American Stout,1.033
19731,19731,22.71,1.058,1.016,5.6,30.02,13.9,30.28,75,90.0,1.75,Specific Gravity,All Grain,0.35,,American Amber Ale,1.044
19732,19732,1100.0,12.3508,3.2648900000000003,4.87,27.43,4.84,1130.0,90,82.0,3.0,Plato,All Grain,,20.0,Blonde Ale,12.0
19733,19733,11.36,1.081,1.013,8.84,75.26,4.96,15.14,60,60.0,,Specific Gravity,BIAB,,18.33,American IPA,1.0490000000000002
19734,19734,20.82,1.057,1.014,5.61,18.43,4.4,28.39,60,65.0,1.3,Specific Gravity,All Grain,0.5,18.89,Witbier,1.042
19735,19735,18.93,1.034,1.005,3.81,3.92,3.1,7.57,60,30.0,,Specific Gravity,extract,,,American Light Lager,1.061
19736,19736,3.79,1.057,1.011,6.09,43.81,15.73,4.43,45,35.0,,Specific Gravity,extract,0.35,20.0,American IPA,1.0490000000000002
19737,19737,18.93,1.0590000000000002,1.013,6.0,71.8,6.33,22.71,60,70.0,1.25,Specific Gravity,All Grain,0.35,21.11,American IPA,1.0490000000000002
19738,19738,18.93,1.0659999999999998,1.012,7.18,31.86,5.52,11.36,60,60.0,,Specific Gravity,extract,0.35,20.0,American Pale Ale,1.111
19739,19739,4.57,1.043,1.01,4.38,19.57,9.53,2.3,60,35.0,,Specific Gravity,BIAB,0.35,21.0,American IPA,1.085
19740,19740,20.82,1.071,1.016,7.2,74.65,11.23,28.39,60,65.0,1.25,Specific Gravity,All Grain,1.0,20.0,American Light Lager,1.052
19741,19741,20.0,15.4791,3.20411,6.65,124.45,4.64,27.0,60,75.0,3.5,Plato,All Grain,1.0,19.0,American IPA,11.6
19742,19742,18.93,1.067,1.018,6.48,113.06,8.01,26.5,60,70.0,1.5,Specific Gravity,All Grain,,,American IPA,1.048
19743,19743,18.93,1.055,1.014,5.34,60.02,16.26,22.71,60,70.0,1.25,Specific Gravity,All Grain,0.5,19.44,American Amber Ale,1.046
19744,19744,24.5,1.055,1.009,6.04,64.95,4.28,30.0,60,75.0,,Specific Gravity,BIAB,0.75,20.0,American IPA,1.045
19745,19745,20.82,1.064,1.017,6.22,47.7,9.49,28.39,60,70.0,1.25,Specific Gravity,All Grain,0.5,18.33,American Pale Ale,1.047
19746,19746,20.82,1.061,1.014,6.19,78.49,4.66,25.74,60,79.0,1.5,Specific Gravity,All Grain,,,American Light Lager,1.05
19747,19747,18.93,1.062,1.012,6.59,76.13,6.61,22.71,60,60.0,1.5,Specific Gravity,All Grain,,21.11,American IPA,1.052
19748,19748,21.77,1.062,1.016,6.07,79.47,44.42,26.5,60,70.0,,Specific Gravity,BIAB,,,American Stout,1.051
19749,19749,20.82,1.04,1.01,4.04,40.06,2.89,24.61,60,75.0,1.25,Specific Gravity,All Grain,0.5,17.22,American Pale Ale,1.034
19750,19750,40.0,1.078,1.013,8.47,98.12,4.47,50.0,90,71.0,3.0,Specific Gravity,All Grain,,20.0,Imperial IPA,1.062
19751,19751,18.93,1.057,1.015,5.48,27.13,12.91,26.5,60,60.0,1.25,Specific Gravity,All Grain,0.75,20.0,Irish Red Ale,1.041
19752,19752,20.82,1.068,1.015,6.86,176.21,9.47,30.28,90,70.0,1.3,Specific Gravity,All Grain,0.75,21.11,American IPA,1.047
19753,19753,18.93,1.056,1.009,6.06,60.26,7.56,24.61,60,72.0,1.5,Specific Gravity,All Grain,,15.56,American Pale Ale,1.043
19754,19754,25.0,1.053,1.012,5.29,40.02,4.36,28.5,90,75.0,3.0,Specific Gravity,All Grain,0.35,24.0,American IPA,1.046
19755,19755,6.08,1.064,1.016,6.3,82.8,9.09,6.99,60,70.0,,Specific Gravity,All Grain,,,American IPA,1.051
19756,19756,27.0,1.048,1.011,4.89,30.61,11.07,30.0,60,70.0,,Specific Gravity,BIAB,,,American Amber Ale,1.044
19757,19757,20.82,1.056,1.011,6.0,77.52,6.34,9.46,60,35.0,,Specific Gravity,extract,0.35,,American IPA,1.124
19758,19758,20.82,1.073,1.019,7.12,114.64,14.82,24.61,60,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA,1.062
19759,19759,20.82,1.0659999999999998,1.012,7.17,23.77,37.74,27.44,60,70.0,,Specific Gravity,Partial Mash,0.35,15.56,American Stout,1.05
