Id,Style
7876,American Brown Ale
7877,American Light Lager
7878,American IPA
7879,Imperial IPA
7880,American Pale Ale
7881,American Pale Ale
7882,American IPA
7883,American Pale Ale
7884,American Pale Ale
7885,American IPA
7886,American IPA
7887,American Light Lager
7888,American Stout
7889,American Pale Ale
7890,American Pale Ale
7891,American IPA
7892,American Brown Ale
7893,American Pale Ale
7894,American Stout
7895,Saison
7896,American Stout
7897,American IPA
7898,American Amber Ale
7899,Saison
7900,American Pale Ale
7901,American Pale Ale
7902,American IPA
7903,American Amber Ale
7904,American IPA
7905,American Pale Ale
7906,Irish Red Ale
7907,American Stout
7908,Imperial IPA
7909,American Amber Ale
7910,American Pale Ale
7911,American Amber Ale
7912,Blonde Ale
7913,American IPA
7914,American IPA
7915,American Pale Ale
7916,Witbier
7917,American IPA
7918,American Pale Ale
7919,American IPA
7920,American Stout
7921,American IPA
7922,Blonde Ale
7923,American Stout
7924,American IPA
7925,American IPA
7926,American Amber Ale
7927,American Pale Ale
7928,American Pale Ale
7929,American IPA
7930,American Pale Ale
7931,American IPA
7932,American Pale Ale
7933,Blonde Ale
7934,American Brown Ale
7935,American IPA
7936,American IPA
7937,American IPA
7938,American Pale Ale
7939,American Pale Ale
7940,American IPA
7941,Witbier
7942,American Pale Ale
7943,American Pale Ale
7944,Imperial IPA
7945,Witbier
7946,American Pale Ale
7947,American Stout
7948,American Pale Ale
7949,American Pale Ale
7950,American IPA
7951,American Pale Ale
7952,American Pale Ale
7953,American IPA
7954,American Pale Ale
7955,American IPA
7956,American Brown Ale
7957,American Amber Ale
7958,American Amber Ale
7959,Saison
7960,American Stout
7961,American Amber Ale
7962,Imperial IPA
7963,American Light Lager
7964,Witbier
7965,American IPA
7966,American Pale Ale
7967,American IPA
7968,American IPA
7969,American Pale Ale
7970,Saison
7971,Witbier
7972,American IPA
7973,American Pale Ale
7974,Imperial IPA
7975,American Pale Ale
7976,American IPA
7977,American IPA
7978,American IPA
7979,American Pale Ale
7980,American IPA
7981,Imperial IPA
7982,American Amber Ale
7983,American IPA
7984,American IPA
7985,American Light Lager
7986,Blonde Ale
7987,Saison
7988,American IPA
7989,Imperial IPA
7990,American Light Lager
7991,Blonde Ale
7992,American Pale Ale
7993,American IPA
7994,American Light Lager
7995,American IPA
7996,American Amber Ale
7997,American Pale Ale
7998,American Pale Ale
7999,American Pale Ale
8000,American Pale Ale
8001,Imperial IPA
8002,American Light Lager
8003,American IPA
8004,Blonde Ale
8005,Witbier
8006,American Light Lager
8007,American Brown Ale
8008,American IPA
8009,American Brown Ale
8010,American Pale Ale
8011,Saison
8012,American IPA
8013,American IPA
8014,American IPA
8015,Witbier
8016,American IPA
8017,American IPA
8018,American Amber Ale
8019,American Pale Ale
8020,American Pale Ale
8021,American Pale Ale
8022,American Pale Ale
8023,Imperial IPA
8024,American IPA
8025,American Amber Ale
8026,American Pale Ale
8027,American Pale Ale
8028,Blonde Ale
8029,Blonde Ale
8030,American IPA
8031,American IPA
8032,American IPA
8033,American Stout
8034,American IPA
8035,American IPA
8036,American Pale Ale
8037,American Pale Ale
8038,Irish Red Ale
8039,American IPA
8040,American Stout
8041,American IPA
8042,American Pale Ale
8043,American IPA
8044,Blonde Ale
8045,American IPA
8046,American IPA
8047,Irish Red Ale
8048,American Amber Ale
8049,American Pale Ale
8050,American Pale Ale
8051,American IPA
8052,American IPA
8053,American Pale Ale
8054,American IPA
8055,Saison
8056,American IPA
8057,American Brown Ale
8058,Blonde Ale
8059,American IPA
8060,American Pale Ale
8061,American Pale Ale
8062,Blonde Ale
8063,American IPA
8064,American Light Lager
8065,American Amber Ale
8066,American Brown Ale
8067,Imperial IPA
8068,American IPA
8069,Irish Red Ale
8070,American Amber Ale
8071,American IPA
8072,American Brown Ale
8073,American IPA
8074,American IPA
8075,American IPA
8076,American IPA
8077,American Light Lager
8078,Imperial IPA
8079,American IPA
8080,American Amber Ale
8081,American IPA
8082,American IPA
8083,American Pale Ale
8084,Irish Red Ale
8085,American Pale Ale
8086,American IPA
8087,American Pale Ale
8088,American Light Lager
8089,American IPA
8090,American IPA
8091,American Amber Ale
8092,American Amber Ale
8093,American Pale Ale
8094,American IPA
8095,American IPA
8096,American Pale Ale
8097,American IPA
8098,American IPA
8099,American Pale Ale
8100,Blonde Ale
8101,American Pale Ale
8102,American IPA
8103,American Light Lager
8104,American IPA
8105,American Light Lager
8106,American Amber Ale
8107,American Light Lager
8108,American IPA
8109,Saison
8110,American IPA
8111,Irish Red Ale
8112,American Pale Ale
8113,American Light Lager
8114,American IPA
8115,Irish Red Ale
8116,American IPA
8117,American Amber Ale
8118,American Pale Ale
8119,American Pale Ale
8120,American Stout
8121,American IPA
8122,Saison
8123,American IPA
8124,American Pale Ale
8125,American Light Lager
8126,American Pale Ale
8127,American IPA
8128,American Amber Ale
8129,American IPA
8130,American Brown Ale
8131,American IPA
8132,American Stout
8133,American Pale Ale
8134,American Pale Ale
8135,American IPA
8136,American Brown Ale
8137,American IPA
8138,American Pale Ale
8139,Imperial IPA
8140,Irish Red Ale
8141,American Light Lager
8142,American Pale Ale
8143,American Pale Ale
8144,American Pale Ale
8145,American Pale Ale
8146,American Pale Ale
8147,American IPA
8148,American IPA
8149,American IPA
8150,American IPA
8151,American Pale Ale
8152,American Pale Ale
8153,Imperial IPA
8154,American Pale Ale
8155,American Pale Ale
8156,Witbier
8157,American IPA
8158,American IPA
8159,American Stout
8160,American IPA
8161,American IPA
8162,American Pale Ale
8163,American Pale Ale
8164,Irish Red Ale
8165,American Pale Ale
8166,Imperial IPA
8167,American IPA
8168,American IPA
8169,American Pale Ale
8170,American Pale Ale
8171,American IPA
8172,American Pale Ale
8173,American IPA
8174,American IPA
8175,American IPA
8176,American Pale Ale
8177,American Light Lager
8178,American IPA
8179,American Pale Ale
8180,American Light Lager
8181,American IPA
8182,American Light Lager
8183,American Pale Ale
8184,American IPA
8185,American Pale Ale
8186,American Stout
8187,American Pale Ale
8188,American IPA
8189,American Pale Ale
8190,American IPA
8191,American IPA
8192,American IPA
8193,Blonde Ale
8194,American IPA
8195,American IPA
8196,American IPA
8197,American IPA
8198,American Light Lager
8199,American Pale Ale
8200,American Pale Ale
8201,American IPA
8202,Irish Red Ale
8203,American IPA
8204,American Pale Ale
8205,American Light Lager
8206,American Light Lager
8207,Blonde Ale
8208,American Brown Ale
8209,American Pale Ale
8210,Blonde Ale
8211,Saison
8212,American IPA
8213,Witbier
8214,Saison
8215,American Pale Ale
8216,American IPA
8217,Witbier
8218,American Pale Ale
8219,American IPA
8220,American IPA
8221,American Stout
8222,American Brown Ale
8223,American Pale Ale
8224,American Amber Ale
8225,Blonde Ale
8226,American Amber Ale
8227,American Amber Ale
8228,American IPA
8229,American IPA
8230,American Pale Ale
8231,American Light Lager
8232,American IPA
8233,American Stout
8234,American IPA
8235,Saison
8236,Saison
8237,American IPA
8238,American IPA
8239,American IPA
8240,American IPA
8241,American Pale Ale
8242,Imperial IPA
8243,American Light Lager
8244,American Pale Ale
8245,Irish Red Ale
8246,Saison
8247,American IPA
8248,American Stout
8249,American Light Lager
8250,American Pale Ale
8251,American Stout
8252,American IPA
8253,American Amber Ale
8254,Blonde Ale
8255,American Light Lager
8256,American IPA
8257,American Brown Ale
8258,American Pale Ale
8259,American IPA
8260,American Brown Ale
8261,Blonde Ale
8262,Blonde Ale
8263,Witbier
8264,American Stout
8265,American Pale Ale
8266,American IPA
8267,Saison
8268,American Stout
8269,American IPA
8270,American IPA
8271,American Pale Ale
8272,American Pale Ale
8273,American Pale Ale
8274,Blonde Ale
8275,American IPA
8276,Irish Red Ale
8277,Irish Red Ale
8278,American IPA
8279,American IPA
8280,Imperial IPA
8281,American Pale Ale
8282,American IPA
8283,Imperial IPA
8284,American IPA
8285,American Pale Ale
8286,American Pale Ale
8287,American Pale Ale
8288,Imperial IPA
8289,American Pale Ale
8290,Saison
8291,American IPA
8292,American IPA
8293,Imperial IPA
8294,American Amber Ale
8295,Imperial IPA
8296,American IPA
8297,American Light Lager
8298,American Pale Ale
8299,Witbier
8300,American IPA
8301,Irish Red Ale
8302,Irish Red Ale
8303,Imperial IPA
8304,American Pale Ale
8305,American Pale Ale
8306,American Pale Ale
8307,American Stout
8308,American IPA
8309,American IPA
8310,American Amber Ale
8311,American IPA
8312,American Pale Ale
8313,American IPA
8314,American Pale Ale
8315,American Light Lager
8316,American IPA
8317,American Pale Ale
8318,American Amber Ale
8319,American Pale Ale
8320,American Stout
8321,American IPA
8322,Witbier
8323,American IPA
8324,American IPA
8325,American Stout
8326,American Pale Ale
8327,American Pale Ale
8328,American Brown Ale
8329,American IPA
8330,American Amber Ale
8331,American Amber Ale
8332,American IPA
8333,Saison
8334,American IPA
8335,American Light Lager
8336,American IPA
8337,American Amber Ale
8338,American Pale Ale
8339,Blonde Ale
8340,Saison
8341,American IPA
8342,American Pale Ale
8343,Irish Red Ale
8344,American IPA
8345,American Pale Ale
8346,American Light Lager
8347,Saison
8348,American Pale Ale
8349,American Stout
8350,American IPA
8351,American Pale Ale
8352,Imperial IPA
8353,American IPA
8354,American IPA
8355,American IPA
8356,American Pale Ale
8357,American IPA
8358,American Pale Ale
8359,American Pale Ale
8360,American Light Lager
8361,American Pale Ale
8362,American Pale Ale
8363,American Pale Ale
8364,American IPA
8365,American Pale Ale
8366,American Amber Ale
8367,Blonde Ale
8368,American Pale Ale
8369,American Amber Ale
8370,Witbier
8371,American Amber Ale
8372,American Pale Ale
8373,Witbier
8374,American Pale Ale
8375,Saison
8376,American Pale Ale
8377,American Light Lager
8378,Blonde Ale
8379,American Pale Ale
8380,American Pale Ale
8381,American IPA
8382,American IPA
8383,American IPA
8384,Blonde Ale
8385,American Pale Ale
8386,American Brown Ale
8387,American IPA
8388,Blonde Ale
8389,American Light Lager
8390,American Light Lager
8391,Imperial IPA
8392,American Pale Ale
8393,American IPA
8394,American IPA
8395,Blonde Ale
8396,Witbier
8397,American IPA
8398,Witbier
8399,American IPA
8400,Saison
8401,Witbier
8402,American IPA
8403,American Pale Ale
8404,Witbier
8405,American Brown Ale
8406,Imperial IPA
8407,American Amber Ale
8408,American Amber Ale
8409,American Brown Ale
8410,American Pale Ale
8411,American IPA
8412,American Light Lager
8413,American IPA
8414,American IPA
8415,American Pale Ale
8416,Blonde Ale
8417,American Pale Ale
8418,American IPA
8419,American Pale Ale
8420,American IPA
8421,American Brown Ale
8422,American Pale Ale
8423,American IPA
8424,American Pale Ale
8425,American IPA
8426,American Pale Ale
8427,American IPA
8428,American IPA
8429,American Pale Ale
8430,American IPA
8431,Saison
8432,Irish Red Ale
8433,American IPA
8434,American Amber Ale
8435,American Brown Ale
8436,American Stout
8437,American Pale Ale
8438,American Pale Ale
8439,American IPA
8440,American Pale Ale
8441,Saison
8442,American IPA
8443,Irish Red Ale
8444,American Pale Ale
8445,American IPA
8446,Saison
8447,American Brown Ale
8448,American IPA
8449,American IPA
8450,American Pale Ale
8451,American Pale Ale
8452,Blonde Ale
8453,American Light Lager
8454,American IPA
8455,Saison
8456,American Light Lager
8457,American IPA
8458,Saison
8459,American Pale Ale
8460,American IPA
8461,American IPA
8462,American Amber Ale
8463,Blonde Ale
8464,American Pale Ale
8465,American Pale Ale
8466,American IPA
8467,American Pale Ale
8468,American Amber Ale
8469,Blonde Ale
8470,American Pale Ale
8471,Saison
8472,Saison
8473,American Brown Ale
8474,American Light Lager
8475,American Light Lager
8476,American IPA
8477,American Pale Ale
8478,American Pale Ale
8479,American Pale Ale
8480,Blonde Ale
8481,Imperial IPA
8482,American IPA
8483,American Pale Ale
8484,American Amber Ale
8485,American IPA
8486,American IPA
8487,American Pale Ale
8488,American IPA
8489,Blonde Ale
8490,American IPA
8491,Saison
8492,American IPA
8493,Irish Red Ale
8494,Irish Red Ale
8495,American Stout
8496,American IPA
8497,American Light Lager
8498,American Stout
8499,American Pale Ale
8500,Saison
8501,Blonde Ale
8502,American IPA
8503,Saison
8504,Saison
8505,Witbier
8506,Blonde Ale
8507,American IPA
8508,American IPA
8509,American Amber Ale
8510,Saison
8511,Blonde Ale
8512,American IPA
8513,American Pale Ale
8514,American Pale Ale
8515,Saison
8516,Saison
8517,Saison
8518,American Pale Ale
8519,American Light Lager
8520,Imperial IPA
8521,American Light Lager
8522,American IPA
8523,American IPA
8524,American IPA
8525,Blonde Ale
8526,American Pale Ale
8527,American IPA
8528,Imperial IPA
8529,American IPA
8530,Blonde Ale
8531,American IPA
8532,Witbier
8533,American Amber Ale
8534,American Pale Ale
8535,American IPA
8536,American IPA
8537,Irish Red Ale
8538,American Light Lager
8539,American Pale Ale
8540,American Light Lager
8541,American IPA
8542,American Light Lager
8543,American Pale Ale
8544,American IPA
8545,American IPA
8546,American IPA
8547,Saison
8548,Irish Red Ale
8549,American Pale Ale
8550,Witbier
8551,American Pale Ale
8552,American Pale Ale
8553,Blonde Ale
8554,American Pale Ale
8555,Saison
8556,American IPA
8557,Blonde Ale
8558,American IPA
8559,Witbier
8560,American Pale Ale
8561,American Pale Ale
8562,American IPA
8563,American Pale Ale
8564,American IPA
8565,Blonde Ale
8566,Saison
8567,American Light Lager
8568,American IPA
8569,American Pale Ale
8570,American IPA
8571,American Light Lager
8572,Blonde Ale
8573,American IPA
8574,American Pale Ale
8575,American IPA
8576,American Pale Ale
8577,American Brown Ale
8578,American IPA
8579,Saison
8580,American IPA
8581,Irish Red Ale
8582,American IPA
8583,American Pale Ale
8584,American IPA
8585,American Amber Ale
8586,American Pale Ale
8587,Irish Red Ale
8588,American IPA
8589,Blonde Ale
8590,American Stout
8591,Imperial IPA
8592,American Amber Ale
8593,American Brown Ale
8594,American Light Lager
8595,American Light Lager
8596,Blonde Ale
8597,American IPA
8598,American IPA
8599,American IPA
8600,American Stout
8601,American IPA
8602,Blonde Ale
8603,Saison
8604,Blonde Ale
8605,American Pale Ale
8606,American Amber Ale
8607,American IPA
8608,Saison
8609,Saison
8610,Saison
8611,American Pale Ale
8612,Imperial IPA
8613,American IPA
8614,American IPA
8615,American IPA
8616,American Pale Ale
8617,Imperial IPA
8618,American Pale Ale
8619,American IPA
8620,American Stout
8621,American IPA
8622,American Pale Ale
8623,American IPA
8624,Irish Red Ale
8625,American Pale Ale
8626,American IPA
8627,American IPA
8628,American IPA
8629,American Pale Ale
8630,Imperial IPA
8631,American IPA
8632,American Stout
8633,Saison
8634,American IPA
8635,American Light Lager
8636,American Light Lager
8637,American IPA
8638,American IPA
8639,American IPA
8640,American IPA
8641,American Pale Ale
8642,American Stout
8643,Blonde Ale
8644,American IPA
8645,American IPA
8646,American Amber Ale
8647,American Pale Ale
8648,American Light Lager
8649,American Stout
8650,American Brown Ale
8651,American Pale Ale
8652,Irish Red Ale
8653,American Pale Ale
8654,Irish Red Ale
8655,Blonde Ale
8656,American Light Lager
8657,Saison
8658,American Pale Ale
8659,American Light Lager
8660,American IPA
8661,American IPA
8662,Saison
8663,Imperial IPA
8664,Saison
8665,Saison
8666,American Pale Ale
8667,American IPA
8668,Imperial IPA
8669,American IPA
8670,American Pale Ale
8671,American Light Lager
8672,American IPA
8673,Imperial IPA
8674,American Pale Ale
8675,Imperial IPA
8676,American Amber Ale
8677,Imperial IPA
8678,Imperial IPA
8679,American Pale Ale
8680,American IPA
8681,Blonde Ale
8682,American Pale Ale
8683,American Stout
8684,American Pale Ale
8685,Imperial IPA
8686,American IPA
8687,American IPA
8688,Irish Red Ale
8689,American IPA
8690,Blonde Ale
8691,American IPA
8692,American IPA
8693,Saison
8694,American IPA
8695,American Stout
8696,Imperial IPA
8697,American Pale Ale
8698,American Amber Ale
8699,American Pale Ale
8700,American IPA
8701,American Light Lager
8702,Imperial IPA
8703,American IPA
8704,American Pale Ale
8705,American IPA
8706,American IPA
8707,American IPA
8708,American IPA
8709,American Pale Ale
8710,American Amber Ale
8711,American IPA
8712,Saison
8713,American Pale Ale
8714,American Pale Ale
8715,American Pale Ale
8716,American Pale Ale
8717,American IPA
8718,American IPA
8719,American Pale Ale
8720,American IPA
8721,American IPA
8722,American IPA
8723,Witbier
8724,Blonde Ale
8725,American IPA
8726,American Amber Ale
8727,American Pale Ale
8728,American Pale Ale
8729,American Pale Ale
8730,American IPA
8731,American Pale Ale
8732,American IPA
8733,American Stout
8734,Witbier
8735,Saison
8736,Irish Red Ale
8737,Irish Red Ale
8738,American Pale Ale
8739,American IPA
8740,Imperial IPA
8741,American IPA
8742,American Pale Ale
8743,American Pale Ale
8744,American Pale Ale
8745,American IPA
8746,American IPA
8747,American Amber Ale
8748,Saison
8749,American IPA
8750,American IPA
8751,American IPA
8752,American IPA
8753,American Brown Ale
8754,American Pale Ale
8755,American Pale Ale
8756,American IPA
8757,American Light Lager
8758,Blonde Ale
8759,Irish Red Ale
8760,American IPA
8761,American Stout
8762,American Light Lager
8763,American IPA
8764,American IPA
8765,American IPA
8766,American Stout
8767,American Amber Ale
8768,Saison
8769,American Pale Ale
8770,Saison
8771,American Light Lager
8772,American IPA
8773,American Pale Ale
8774,American Amber Ale
8775,American Pale Ale
8776,American Light Lager
8777,American Pale Ale
8778,American Pale Ale
8779,American IPA
8780,Witbier
8781,American Pale Ale
8782,American Light Lager
8783,Imperial IPA
8784,American Stout
8785,American IPA
8786,American Pale Ale
8787,Blonde Ale
8788,Blonde Ale
8789,American IPA
8790,American Brown Ale
8791,American IPA
8792,Irish Red Ale
8793,Saison
8794,Saison
8795,American IPA
8796,American IPA
8797,American Light Lager
8798,American IPA
8799,American Stout
8800,Irish Red Ale
8801,American Pale Ale
8802,Imperial IPA
8803,Irish Red Ale
8804,American Pale Ale
8805,American Amber Ale
8806,American IPA
8807,American Pale Ale
8808,American Light Lager
8809,American Pale Ale
8810,Imperial IPA
8811,American Amber Ale
8812,American IPA
8813,American IPA
8814,Blonde Ale
8815,Blonde Ale
8816,American IPA
8817,American IPA
8818,American IPA
8819,American IPA
8820,American Pale Ale
8821,American IPA
8822,American IPA
8823,American Pale Ale
8824,American Pale Ale
8825,Irish Red Ale
8826,American Light Lager
8827,American Pale Ale
8828,American IPA
8829,American Light Lager
8830,American Pale Ale
8831,American Stout
8832,American IPA
8833,Irish Red Ale
8834,Imperial IPA
8835,American Brown Ale
8836,American Pale Ale
8837,American Light Lager
8838,American IPA
8839,American Light Lager
8840,American IPA
8841,American Pale Ale
8842,American IPA
8843,American Amber Ale
8844,Imperial IPA
8845,American Pale Ale
8846,American Light Lager
8847,American Pale Ale
8848,American Light Lager
8849,American IPA
8850,American Pale Ale
8851,Saison
8852,Saison
8853,Blonde Ale
8854,American IPA
8855,American IPA
8856,American IPA
8857,American IPA
8858,American Brown Ale
8859,American Amber Ale
8860,American Pale Ale
8861,American IPA
8862,American Pale Ale
8863,American Pale Ale
8864,American Pale Ale
8865,Witbier
8866,Saison
8867,Imperial IPA
8868,American Stout
8869,American Stout
8870,American Stout
8871,Imperial IPA
8872,American IPA
8873,Blonde Ale
8874,American IPA
8875,American Pale Ale
8876,American IPA
8877,Blonde Ale
8878,American Light Lager
8879,American Brown Ale
8880,Saison
8881,American IPA
8882,American Brown Ale
8883,Witbier
8884,American Pale Ale
8885,American Light Lager
8886,Imperial IPA
8887,American Pale Ale
8888,American Brown Ale
8889,American Pale Ale
8890,American Amber Ale
8891,American Pale Ale
8892,American IPA
8893,American Light Lager
8894,Irish Red Ale
8895,American Light Lager
8896,American IPA
8897,American IPA
8898,American Pale Ale
8899,American Pale Ale
8900,American Pale Ale
8901,American Light Lager
8902,Imperial IPA
8903,Irish Red Ale
8904,Saison
8905,American Pale Ale
8906,American Pale Ale
8907,American Light Lager
8908,American IPA
8909,American IPA
8910,American IPA
8911,American Pale Ale
8912,American Amber Ale
8913,American Pale Ale
8914,American Pale Ale
8915,American Pale Ale
8916,Irish Red Ale
8917,American Light Lager
8918,Blonde Ale
8919,American Pale Ale
8920,Blonde Ale
8921,Blonde Ale
8922,American Amber Ale
8923,American IPA
8924,American IPA
8925,American Pale Ale
8926,Imperial IPA
8927,American IPA
8928,American IPA
8929,American Pale Ale
8930,Irish Red Ale
8931,American IPA
8932,American IPA
8933,American Pale Ale
8934,American IPA
8935,American Pale Ale
8936,Blonde Ale
8937,Blonde Ale
8938,American Light Lager
8939,American IPA
8940,American IPA
8941,American IPA
8942,Saison
8943,American Pale Ale
8944,Imperial IPA
8945,Irish Red Ale
8946,American Pale Ale
8947,American Amber Ale
8948,American Pale Ale
8949,American Amber Ale
8950,American Pale Ale
8951,American IPA
8952,American IPA
8953,American IPA
8954,American IPA
8955,American Light Lager
8956,Blonde Ale
8957,Witbier
8958,Blonde Ale
8959,Saison
8960,American IPA
8961,Witbier
8962,American IPA
8963,Saison
8964,American IPA
8965,American Pale Ale
8966,American Pale Ale
8967,American IPA
8968,American IPA
8969,American Light Lager
8970,American IPA
8971,Irish Red Ale
8972,American Pale Ale
8973,American IPA
8974,American IPA
8975,American IPA
8976,American IPA
8977,Saison
8978,American IPA
8979,Blonde Ale
8980,Witbier
8981,Saison
8982,American IPA
8983,American IPA
8984,American Pale Ale
8985,American Pale Ale
8986,American IPA
8987,American Pale Ale
8988,American Pale Ale
8989,American Light Lager
8990,American IPA
8991,Irish Red Ale
8992,American IPA
8993,American IPA
8994,American Stout
8995,American IPA
8996,American IPA
8997,American IPA
8998,American Pale Ale
8999,American Pale Ale
9000,American IPA
9001,Blonde Ale
9002,American Light Lager
9003,American IPA
9004,American Pale Ale
9005,American Pale Ale
9006,American Pale Ale
9007,American IPA
9008,American IPA
9009,American Light Lager
9010,American IPA
9011,American IPA
9012,American IPA
9013,Blonde Ale
9014,American Pale Ale
9015,American Pale Ale
9016,American Amber Ale
9017,American Pale Ale
9018,American IPA
9019,American Pale Ale
9020,American Pale Ale
9021,American IPA
9022,American Pale Ale
9023,American IPA
9024,American IPA
9025,American IPA
9026,American IPA
9027,American Light Lager
9028,American Pale Ale
9029,American IPA
9030,American IPA
9031,American Light Lager
9032,Saison
9033,American Pale Ale
9034,American IPA
9035,Imperial IPA
9036,American IPA
9037,American IPA
9038,Witbier
9039,American Stout
9040,Imperial IPA
9041,Blonde Ale
9042,Witbier
9043,American IPA
9044,American Pale Ale
9045,Irish Red Ale
9046,American IPA
9047,American IPA
9048,American Pale Ale
9049,American IPA
9050,Saison
9051,American IPA
9052,Witbier
9053,Blonde Ale
9054,American IPA
9055,American IPA
9056,American Stout
9057,American Pale Ale
9058,American Light Lager
9059,Imperial IPA
9060,Blonde Ale
9061,American Brown Ale
9062,American IPA
9063,American Pale Ale
9064,American Pale Ale
9065,Irish Red Ale
9066,Blonde Ale
9067,American Light Lager
9068,American Brown Ale
9069,Imperial IPA
9070,American Pale Ale
9071,American IPA
9072,Imperial IPA
9073,American Pale Ale
9074,American Pale Ale
9075,American IPA
9076,Blonde Ale
9077,American IPA
9078,American Pale Ale
9079,American Amber Ale
9080,American IPA
9081,American Pale Ale
9082,American IPA
9083,American Light Lager
9084,American IPA
9085,Blonde Ale
9086,Irish Red Ale
9087,Saison
9088,American Brown Ale
9089,American Brown Ale
9090,American Stout
9091,American Brown Ale
9092,American IPA
9093,American Pale Ale
9094,American Pale Ale
9095,American IPA
9096,Imperial IPA
9097,American IPA
9098,American Amber Ale
9099,Saison
9100,American Pale Ale
9101,American Pale Ale
9102,Saison
9103,Saison
9104,American Light Lager
9105,Saison
9106,American IPA
9107,American IPA
9108,American IPA
9109,American Amber Ale
9110,American IPA
9111,American Pale Ale
9112,American Pale Ale
9113,American Light Lager
9114,Saison
9115,American IPA
9116,American IPA
9117,American IPA
9118,American IPA
9119,American Light Lager
9120,American Pale Ale
9121,Saison
9122,American Pale Ale
9123,American IPA
9124,American Brown Ale
9125,American Amber Ale
9126,American Stout
9127,American Pale Ale
9128,American Pale Ale
9129,Imperial IPA
9130,Saison
9131,American IPA
9132,American Light Lager
9133,American IPA
9134,Imperial IPA
9135,American Light Lager
9136,American Pale Ale
9137,American IPA
9138,American Light Lager
9139,Witbier
9140,Blonde Ale
9141,American Pale Ale
9142,American Pale Ale
9143,American Pale Ale
9144,American Pale Ale
9145,American IPA
9146,Blonde Ale
9147,American Amber Ale
9148,Irish Red Ale
9149,American Amber Ale
9150,American IPA
9151,American IPA
9152,American Pale Ale
9153,American Amber Ale
9154,American IPA
9155,American Pale Ale
9156,Witbier
9157,American IPA
9158,Saison
9159,American IPA
9160,Imperial IPA
9161,American Light Lager
9162,American IPA
9163,American IPA
9164,Irish Red Ale
9165,American IPA
9166,American IPA
9167,American Pale Ale
9168,American Pale Ale
9169,American IPA
9170,American IPA
9171,American IPA
9172,American Pale Ale
9173,American IPA
9174,American IPA
9175,American Pale Ale
9176,American IPA
9177,American Stout
9178,American IPA
9179,American Pale Ale
9180,American IPA
9181,American Pale Ale
9182,American Light Lager
9183,Imperial IPA
9184,American Pale Ale
9185,American Pale Ale
9186,American IPA
9187,American IPA
9188,American Pale Ale
9189,American IPA
9190,American IPA
9191,American Pale Ale
9192,American Pale Ale
9193,American IPA
9194,Saison
9195,American IPA
9196,American IPA
9197,Witbier
9198,American Pale Ale
9199,American Pale Ale
9200,American Pale Ale
9201,Witbier
9202,American Pale Ale
9203,American IPA
9204,American Brown Ale
9205,American Pale Ale
9206,American IPA
9207,American Pale Ale
9208,American Pale Ale
9209,Irish Red Ale
9210,American IPA
9211,American Pale Ale
9212,American IPA
9213,American Pale Ale
9214,American IPA
9215,American IPA
9216,American Light Lager
9217,American IPA
9218,American Pale Ale
9219,American Pale Ale
9220,American Pale Ale
9221,American IPA
9222,American IPA
9223,American Light Lager
9224,American IPA
9225,American IPA
9226,American Light Lager
9227,American IPA
9228,American Amber Ale
9229,Witbier
9230,American Pale Ale
9231,American IPA
9232,Blonde Ale
9233,American IPA
9234,American IPA
9235,American IPA
9236,American IPA
9237,American Pale Ale
9238,American IPA
9239,Irish Red Ale
9240,American Amber Ale
9241,Blonde Ale
9242,American Pale Ale
9243,American IPA
9244,American IPA
9245,Saison
9246,Imperial IPA
9247,American IPA
9248,American Pale Ale
9249,American Amber Ale
9250,American Amber Ale
9251,American Pale Ale
9252,American IPA
9253,Blonde Ale
9254,American Amber Ale
9255,Imperial IPA
9256,American Pale Ale
9257,American IPA
9258,Imperial IPA
9259,American IPA
9260,American IPA
9261,American IPA
9262,American Pale Ale
9263,Imperial IPA
9264,American Light Lager
9265,American IPA
9266,Saison
9267,American Pale Ale
9268,American IPA
9269,Saison
9270,Saison
9271,American Pale Ale
9272,American IPA
9273,American IPA
9274,American Amber Ale
9275,American Pale Ale
9276,American Light Lager
9277,American Pale Ale
9278,American IPA
9279,American IPA
9280,American Pale Ale
9281,American Pale Ale
9282,American Brown Ale
9283,Witbier
9284,American IPA
9285,American IPA
9286,Witbier
9287,American Pale Ale
9288,American IPA
9289,American Pale Ale
9290,Saison
9291,American Pale Ale
9292,American Pale Ale
9293,Witbier
9294,American IPA
9295,American IPA
9296,American Pale Ale
9297,American Stout
9298,American IPA
9299,American IPA
9300,Saison
9301,American Stout
9302,Imperial IPA
9303,American Light Lager
9304,American IPA
9305,American IPA
9306,Blonde Ale
9307,American Brown Ale
9308,American Pale Ale
9309,American IPA
9310,American IPA
9311,American IPA
9312,Witbier
9313,American Amber Ale
9314,American IPA
9315,American Brown Ale
9316,Irish Red Ale
9317,American Pale Ale
9318,Imperial IPA
9319,American Stout
9320,American IPA
9321,American Pale Ale
9322,American IPA
9323,American Pale Ale
9324,American IPA
9325,Blonde Ale
9326,Blonde Ale
9327,American IPA
9328,American Brown Ale
9329,American IPA
9330,American Amber Ale
9331,Blonde Ale
9332,American Light Lager
9333,Saison
9334,American IPA
9335,Imperial IPA
9336,Saison
9337,American Light Lager
9338,American Amber Ale
9339,American Pale Ale
9340,American Pale Ale
9341,American IPA
9342,American IPA
9343,American Brown Ale
